Player,2,3,4,5+,Total
"Porter, Luke",6,2,-,1,9
"Brown, Ian",1,3,3,1,8
"Flaherty, Michael",5,1,1,-,7
"Gottlieb, Jonathan",4,-,1,1,6
"McCain, Mac",2,-,2,1,5
"Crawford, Ethan",4,-,-,-,4
"Richman, Will",1,2,-,1,4
"Richardson, Sean",2,1,-,-,3
"Bucklin, Shiva",3,-,-,-,3
"L'Esperance, Nate",2,1,-,-,3
"Inaba, Matthew",1,1,-,-,2
"Nasif, Garrett",1,-,-,-,1
"Fournier, Josh",1,-,-,-,1
"Gillespie, Jack",-,-,1,-,1
TEAM,33,11,8,5,57
