Player,Longest,Current
"McCain, Mac",27,27
"Brown, Ian",14,14
"Flaherty, Michael",13,3
"Richman, Will",13,4
"Richardson, Sean",12,3
"Inaba, Matthew",9,3
"Gottlieb, Jonathan",9,9
"Porter, Luke",9,-
"Bucklin, Shiva",8,1
"Kelly, Ben",7,7
"Philpott, Cole",5,5
"Crawford, Ethan",5,-
"Borberg, Evan",4,-
"Gillespie, Jack",4,-
"L'Esperance, Nate",4,1
"Nasif, Garrett",3,1
"Fournier, Josh",3,3
"Tashjian, Sean",2,-
"Watts, Kelton",1,-
