Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
3/5/2022,vs,Elmhurst,W,22-10,9.0,15,10,10,7,13,3,2,1,1,0,3,0,1,0,0,10.0
3/5/2022,vs,Elmhurst,W,18-9,9.0,7,9,6,6,16,1,0,1,1,0,2,0,2,0,1,6.0
3/6/2022,vs,Elmhurst,L,1-17,9.0,11,17,15,9,12,1,1,2,1,0,4,0,2,1,0,15.0
3/19/2022,vs,Birmingham Southern,L,0-13,7.0,13,13,13,12,3,4,0,3,3,0,2,0,2,2,0,16.71
3/20/2022,vs,Rhodes,L,5-6,8.0,13,6,4,1,7,3,0,0,0,0,1,0,2,3,0,4.5
3/21/2022,vs,Centre,L,1-11,7.0,12,11,9,5,4,1,0,0,1,0,0,0,2,4,0,11.57
3/22/2022,vs,Wis.-Whitewater,L,3-5,8.0,7,5,2,3,4,1,0,0,0,0,2,0,2,5,0,2.25
3/23/2022,vs,Centre,L,5-13,9.0,10,13,8,11,6,2,0,0,2,0,1,0,2,6,0,8.0
3/24/2022,vs,Wis.-Whitewater,L,4-7,8.0,8,7,5,4,4,0,0,2,2,0,0,1,2,7,0,5.63
3/27/2022,,Beloit,W,10-3,9.0,6,3,2,4,13,2,0,0,1,0,1,0,3,7,0,2.0
3/28/2022,,Beloit,L,3-5,9.0,7,5,3,5,18,4,0,0,1,0,0,0,3,8,0,3.0
3/28/2022,,Beloit,L,2-13,9.0,11,13,6,5,10,1,0,0,4,0,3,0,3,9,0,6.0
4/2/2022,,Lawrence,L,0-11,7.0,9,11,10,7,3,3,0,2,1,0,0,0,3,10,0,12.86
4/2/2022,,Lawrence,L,10-14,9.0,16,14,8,5,6,2,0,4,1,0,0,0,3,11,0,8.0
4/3/2022,,Lawrence,W,5-3,9.0,6,3,2,3,10,0,0,1,0,0,0,0,4,11,1,2.0
4/6/2022,at,Cornell College,L,8-9,8.2,8,9,7,9,9,2,0,0,3,1,3,0,4,12,0,7.27
4/9/2022,at,Univ. of Chicago,L,1-4,8.0,7,4,2,4,4,0,0,0,2,1,0,0,4,13,0,2.25
4/10/2022,at,Univ. of Chicago,L,2-9,8.0,7,9,6,10,5,1,1,0,3,0,2,0,4,14,0,6.75
4/10/2022,at,Univ. of Chicago,L,6-7,8.0,11,7,7,4,7,1,1,0,1,0,1,0,4,15,0,7.88
4/12/2022,,Cornell College,L,4-8,9.0,8,8,4,8,9,0,0,0,5,1,4,0,4,16,0,4.0
4/12/2022,,Cornell College,W,16-6,7.0,8,6,4,3,2,3,0,0,0,0,1,0,5,16,0,5.14
4/15/2022,,Monmouth (Ill.),W,22-11,8.0,10,11,9,13,8,3,0,0,1,0,2,0,6,16,0,10.13
4/16/2022,,Monmouth (Ill.),W,20-9,7.0,12,9,9,4,5,2,0,2,0,0,2,0,7,16,0,11.57
4/16/2022,,Monmouth (Ill.),W,9-3,9.0,8,3,3,7,4,1,0,1,0,0,0,0,8,16,0,3.0
4/23/2022,,Illinois Col.,W,4-2,9.0,8,2,2,2,9,1,0,0,1,0,1,1,9,16,0,2.0
4/24/2022,,Illinois Col.,W,13-2,7.0,8,2,2,1,7,1,0,0,0,0,1,0,10,16,0,2.57
4/24/2022,,Illinois Col.,L,1-15,8.0,9,15,8,6,5,0,0,4,1,0,0,0,10,17,0,9.0
4/26/2022,at,Central,L,9-13,8.0,11,13,9,8,6,3,1,1,2,1,5,0,10,18,0,10.13
5/1/2022,at,Ripon,W,18-6,8.0,10,6,6,1,3,5,0,0,1,0,4,0,11,18,0,6.75
5/1/2022,at,Ripon,W,10-2,9.0,9,2,2,2,12,2,0,0,0,0,1,0,12,18,0,2.0
5/2/2022,at,Ripon,L,1-11,7.2,15,11,8,7,3,5,0,1,2,1,2,0,12,19,0,9.39
5/2/2022,at,Knox College,L,3-13,6.1,10,13,13,9,9,3,1,0,2,1,0,0,12,20,0,18.47
5/4/2022,,Central (Iowa),W,11-3,9.0,7,3,3,4,7,0,0,0,0,0,0,0,13,20,0,3.0
5/7/2022,at,Knox College,W,5-2,9.0,8,2,2,2,7,1,0,0,0,0,2,0,14,20,1,2.0
5/8/2022,,Knox,L,6-8,9.0,9,8,4,3,13,0,0,2,0,0,1,0,14,21,0,4.0
Total,,,,258-283,287.5,334,283,213,194,263,62,7,27,43,6,51,2,14,21,3,
