Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 7, 2013 (Saturday)",2:00 pm,Home,Coe College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"L,22-23",Box ScoreRecap
"September 14, 2013 (Saturday)",1:00 pm,Home,Beloit College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,59-14",Box ScoreRecap
"September 21, 2013 (Saturday)",,Neutral,Midwest Conference,,,,,History
"September 28, 2013 (Saturday)",1:00 pm,Home,Cornell College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"L,20-23",Box ScoreRecap
"October 5, 2013 (Saturday)",1:00 pm,Away,St. Norbert College,De Pere. WI,,,"L,14-22",Box ScoreRecap
"October 12, 2013 (Saturday)",1:00 pm,Home,Grinnell College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,65-3",Box ScoreRecap
"October 19, 2013 (Saturday)",1:00 pm,Away,Lake Forest College,"Lake Forest, IL",,,"L,14-17",Box ScoreRecap
"October 26, 2013 (Saturday)",1:00 pm,Home,Lawrence University,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,31-7",Box ScoreRecap
"November 2, 2013 (Saturday)",1:00 pm,Away,Illinois College,"Jacksonville, IL",,,"L,13-35",Box ScoreRecap
"November 9, 2013 (Saturday)",1:00 pm,Home,Ripon College,"Monmouth, Ill./April Zorn Memorial Stadium",,,"W,49-21",Box ScoreRecap
"November 16, 2013 (Saturday)",1:00 pm,Away,Knox College,"Galesburg, IL",,,"W,37-10",Box ScoreRecap
