Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2016 (Friday)",4 pm,Away,Chris. Newport,,,,"L,0-3",Box Score
"September 2, 2016 (Friday)",6 pm,Neutral,Wis.-Platteville,"Newport News, VA",,,"W,3-1",Box Score
"September 3, 2016 (Saturday)",12 pm,Neutral,Stevenson,Christopher Newport,,,"L,0-3",Box Score
"September 3, 2016 (Saturday)",2 pm,Neutral,Mass.-Boston,"Newport News, Va.",,,"L,0-3",Box Score
"September 7, 2016 (Wednesday)",7 pm,Away,Marian (Wis.),,,,"W,3-1",Box Score
"September 9, 2016 (Friday)",6 pm,Neutral,Millikin,Wis.-Oshkosh,,,"L,0-3",Box Score
"September 9, 2016 (Friday)",8 pm,Neutral,Martin Luther,"Oshkosh, Wis.",,,"W,3-1",Box Score
"September 10, 2016 (Saturday)",12 pm,Neutral,Carroll (Wis.),Wis.-Oshkosh,,,"L,0-3",Box Score
"September 10, 2016 (Saturday)",2 pm,Neutral,MSOE,"Oshkosh, Wis.",,,"W,3-1",Box Score
"September 14, 2016 (Wednesday)",5:30 pm,Home,Wis.-Stevens Point,,,,"L,0-3",Box Score
"September 14, 2016 (Wednesday)",7:30 pm,Home,Wis.-Oshkosh,,,,"L,0-3",Box Score
"September 17, 2016 (Saturday)",10 am,Neutral,Saint Mary's (Minn.),"Ripon, Wis.",,,"L,1-3",Box Score
"September 17, 2016 (Saturday)",12 pm,Neutral,St. Catherine,"Ripon, Wis.",,,"L,1-3",Box Score
"September 22, 2016 (Thursday)",7 pm,Away,Carroll (Wis.),,,,"L,1-3",Box Score
"September 24, 2016 (Saturday)",1 pm,Home,MSOE,,,,"W,3-1",Box Score
"September 27, 2016 (Tuesday)",7 pm,Away,St. Norbert,,,,"L,0-3",Box Score
"October 1, 2016 (Saturday)",11 am,Away,Illinois Col.,,,,"L,0-3",Box Score
"October 7, 2016 (Friday)",7 pm,Home,Monmouth (Ill.),,,,"W,3-0",Box Score
"October 8, 2016 (Saturday)",,Home,Knox,,,,"W,3-0",Box Score
"October 11, 2016 (Tuesday)",7 pm,Away,Beloit,,,,"W,3-0",Box Score
"October 14, 2016 (Friday)",7 pm,Home,Lake Forest,,,,"W,3-1",Box Score
"October 15, 2016 (Saturday)",1 pm,Home,Ripon,,,,"W,3-1",Box Score
"October 21, 2016 (Friday)",7 pm,Away,Grinnell,,,,"L,1-3",Box Score
"October 22, 2016 (Saturday)",11:30 am,Away,Cornell College,,,,"L,0-3",Box Score
"October 29, 2016 (Saturday)",1 pm,Neutral,Edgewood,"Plymouth, Wis.",,,"L,0-3",Box ScoreRecap
"October 29, 2016 (Saturday)",3 pm,Away,Lakeland,,,,"W,3-0",Box ScoreRecap
"November 4, 2016 (Friday)",7 pm,Away,Cornell College,,,,"L,0-3",Box ScoreRecap
