Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2011 (Thursday)",7:00 p.m.,Home,St. Scholastica,Macalester Stadium,,,"L,1-2",Recap
"September 4, 2011 (Sunday)",4:00 p.m.,Home,Luther (Ia.),Macalester Stadium,,,"W,1-0",Recap
"September 9, 2011 (Friday)",7:30 p.m.,Home,Wartburg College,Macalester Stadium,,,"L,0-2",Recap
"September 11, 2011 (Sunday)",1:00 p.m.,Away,Loras College,"Dubuque, IA",,,"L,1-2",Recap
"September 14, 2011 (Wednesday)",7:30 p.m.,Home,St. John's,Macalester Stadium,,,"W,1-0",Recap
"September 16, 2011 (Friday)",7:30 p.m.,Home,Carroll University,Macalester Stadium,,,"W,3-1",Recap
"September 21, 2011 (Wednesday)",7:30 p.m.,Home,Augsburg,Macalester Stadium,,,"L,0-1",Recap
"September 24, 2011 (Saturday)",1:00 p.m.,Away,Hamline,St. Paul,,,"W,2-1",Recap
"September 28, 2011 (Wednesday)",4:00 p.m.,Away,Carleton,Northfield,,,"L,1-3",Recap
"October 1, 2011 (Saturday)",7:30 p.m.,Home,Cornell College,Macalester Stadium,,,"W,9-0",Recap
"October 4, 2011 (Tuesday)",4:00 p.m.,Away,Bethel,Arden Hills,,,"W,5-0",Recap
"October 8, 2011 (Saturday)",3:00 p.m.,Away,Concordia College (Minn.),"Moorhead, MN",,,"W,2-0",Recap
"October 12, 2011 (Wednesday)",7:30 p.m.,Home,St. Thomas,Macalester Stadium,,,"W,3-1",Recap
"October 15, 2011 (Saturday)",7:30 p.m.,Home,St. Olaf,Macalester Stadium,,,"L,1-2",Recap
"October 17, 2011 (Monday)",2:00 p.m.,Away,Elmhurst College,"Elmhurst, IL",,,"L,0-1",Recap
"October 20, 2011 (Thursday)",4:00 p.m.,Away,St. Norbert College,De Pere. WI,,,"W,3-0",Recap
"October 25, 2011 (Tuesday)",3:30 p.m.,Away,Saint Mary's University (Minn.),"Winona, MN",,,"W,1-0(2ot)",Recap
"October 29, 2011 (Saturday)",1:00 p.m.,Away,Gustavus Adolphus,St. Peter,,,"T,1-1(2ot)",Recap
