Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Braun, Zev",JR-3,49.68m,"163' 0""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Braun, Zev",JR-3,46.46m,"152' 5""",MWC Conference Championships,"May 8, 2015"
,"Braun, Zev",JR-3,46.28m,"151' 10""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Braun, Zev",JR-3,45.71m,"150' 0""",MWC Conference Championships,"May 8, 2015"
,"Braun, Zev",JR-3,43.99m,"144' 4""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Braun, Zev",JR-3,43.40m,"142' 5""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Braun, Zev",JR-3,43.30m,"142' 1""",MWC Conference Championships,"May 8, 2015"
,"Braun, Zev",JR-3,42.85m,"140' 7""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Braun, Zev",JR-3,41.40m,"135' 10""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Braun, Zev",JR-3,41.26m,"135' 4""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Braun, Zev",JR-3,38.71m,"127' 0""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Braun, Zev",JR-3,37.62m,"123' 5""",Monmouth fighting Scots Outdoor-,"May 2, 2015"
,"Woodington, Chris",JR-3,37.22m,"122' 1""",MWC Conference Championships,"May 8, 2015"
,"Woodington, Chris",JR-3,36.82m,"120' 10""",MWC Conference Championships,"May 8, 2015"
,"Woodington, Chris",JR-3,36.11m,"118' 6""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Woodington, Chris",JR-3,35.63m,"116' 11""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"Woodington, Chris",JR-3,35.50m,"116' 6""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Woodington, Chris",JR-3,35.44m,"116' 3""",MWC Conference Championships,"May 8, 2015"
,"Woodington, Chris",JR-3,35.03m,"114' 11""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Woodington, Chris",JR-3,34.28m,"112' 6""",2015 Cornell Outdoor Invite,"Apr 4, 2015"
,"Woodington, Chris",JR-3,34.14m,"112' 0""",2015 Kip Janvrin Open,"Apr 23, 2015"
,"Woodington, Chris",JR-3,33.05m,"108' 5""",2015 Jim Duncan Invitational,"Apr 10, 2015"
,"Woodington, Chris",JR-3,31.22m,"102' 5""",2015 Kip Janvrin Open,"Apr 23, 2015"
