Category,Value,Gender,Sport,Year
Overall,4-May,Men,Football,1930
OverallPCT,0.556,Men,Football,1930
Conf,2-Jan,Men,Football,1930
ConfPCT,0.333,Men,Football,1930
Streak,W2,Men,Football,1930
Home,Jan-00,Men,Football,1930
Away,1-Jan,Men,Football,1930
Neutral,3-Mar,Men,Football,1930
Overall,3-May,Men,Football,1931
OverallPCT,0.625,Men,Football,1931
Conf,2-Jan,Men,Football,1931
ConfPCT,0.333,Men,Football,1931
Streak,L2,Men,Football,1931
Home,0-0,Men,Football,1931
Away,1-Jan,Men,Football,1931
Neutral,2-Apr,Men,Football,1931
Overall,3/4/2001,Men,Football,1932
OverallPCT,0.438,Men,Football,1932
Conf,3-Jan,Men,Football,1932
ConfPCT,0.25,Men,Football,1932
Streak,L2,Men,Football,1932
Home,0-0,Men,Football,1932
Away,2-Jan,Men,Football,1932
Neutral,2/2/2001,Men,Football,1932
Overall,0-8-1,Men,Football,1933
OverallPCT,0.056,Men,Football,1933
Conf,0-2,Men,Football,1933
ConfPCT,0,Men,Football,1933
Streak,L3,Men,Football,1933
Home,0-1,Men,Football,1933
Away,0-2,Men,Football,1933
Neutral,0-5-1,Men,Football,1933
Overall,7-Feb,Men,Football,1934
OverallPCT,0.222,Men,Football,1934
Conf,0-2,Men,Football,1934
ConfPCT,0,Men,Football,1934
Streak,W1,Men,Football,1934
Home,0-0,Men,Football,1934
Away,3-Jan,Men,Football,1934
Neutral,4-Jan,Men,Football,1934
Overall,3/5/2001,Men,Football,1935
OverallPCT,0.389,Men,Football,1935
Conf,2-Jan,Men,Football,1935
ConfPCT,0.333,Men,Football,1935
Streak,L2,Men,Football,1935
Home,Jan-00,Men,Football,1935
Away,0-2-1,Men,Football,1935
Neutral,3-Feb,Men,Football,1935
Overall,7-Feb,Men,Football,1936
OverallPCT,0.222,Men,Football,1936
Conf,0-3,Men,Football,1936
ConfPCT,0,Men,Football,1936
Streak,L7,Men,Football,1936
Home,0-0,Men,Football,1936
Away,0-3,Men,Football,1936
Neutral,4-Feb,Men,Football,1936
Overall,2/6/2001,Men,Football,1937
OverallPCT,0.278,Men,Football,1937
Conf,3-Jan,Men,Football,1937
ConfPCT,0.25,Men,Football,1937
Streak,L4,Men,Football,1937
Home,0-0,Men,Football,1937
Away,1/1/2001,Men,Football,1937
Neutral,5-Jan,Men,Football,1937
Overall,5-Mar,Men,Football,1938
OverallPCT,0.375,Men,Football,1938
Conf,0-3,Men,Football,1938
ConfPCT,0,Men,Football,1938
Streak,W1,Men,Football,1938
Home,0-1,Men,Football,1938
Away,0-2,Men,Football,1938
Neutral,2-Mar,Men,Football,1938
Overall,3/5/2001,Men,Football,1939
OverallPCT,0.389,Men,Football,1939
Conf,3-Feb,Men,Football,1939
ConfPCT,0.4,Men,Football,1939
Streak,W1,Men,Football,1939
Home,1-Jan,Men,Football,1939
Away,0-2-1,Men,Football,1939
Neutral,2-Feb,Men,Football,1939
Overall,4-May,Men,Football,1940
OverallPCT,0.556,Men,Football,1940
Conf,2-Apr,Men,Football,1940
ConfPCT,0.667,Men,Football,1940
Streak,W2,Men,Football,1940
Home,1-Jan,Men,Football,1940
Away,1-Jan,Men,Football,1940
Neutral,2-Mar,Men,Football,1940
Overall,3-Jun,Men,Football,1941
OverallPCT,0.667,Men,Football,1941
Conf,2-Apr,Men,Football,1941
ConfPCT,0.667,Men,Football,1941
Streak,W2,Men,Football,1941
Home,0-0,Men,Football,1941
Away,0-2,Men,Football,1941
Neutral,1-Jun,Men,Football,1941
Overall,4-Mar,Men,Football,1942
OverallPCT,0.429,Men,Football,1942
Conf,2-Mar,Men,Football,1942
ConfPCT,0.6,Men,Football,1942
Streak,W3,Men,Football,1942
Home,0-0,Men,Football,1942
Away,0-1,Men,Football,1942
Neutral,3-Mar,Men,Football,1942
Overall,0-1,Men,Football,1945
OverallPCT,0,Men,Football,1945
Conf,0-0,Men,Football,1945
ConfPCT,0,Men,Football,1945
Streak,L1,Men,Football,1945
Home,0-1,Men,Football,1945
Away,0-0,Men,Football,1945
Neutral,0-0,Men,Football,1945
Overall,5-Mar,Men,Football,1946
OverallPCT,0.375,Men,Football,1946
Conf,4-Feb,Men,Football,1946
ConfPCT,0.333,Men,Football,1946
Streak,W1,Men,Football,1946
Home,0-1,Men,Football,1946
Away,0-0,Men,Football,1946
Neutral,4-Mar,Men,Football,1946
Overall,5-Mar,Men,Football,1947
OverallPCT,0.375,Men,Football,1947
Conf,3-Mar,Men,Football,1947
ConfPCT,0.5,Men,Football,1947
Streak,L2,Men,Football,1947
Home,0-0,Men,Football,1947
Away,0-1,Men,Football,1947
Neutral,4-Mar,Men,Football,1947
Overall,7-Jan,Men,Football,1948
OverallPCT,0.125,Men,Football,1948
Conf,5-Jan,Men,Football,1948
ConfPCT,0.167,Men,Football,1948
Streak,L3,Men,Football,1948
Home,0-0,Men,Football,1948
Away,0-1,Men,Football,1948
Neutral,6-Jan,Men,Football,1948
Overall,3-May,Men,Football,1949
OverallPCT,0.625,Men,Football,1949
Conf,3-Mar,Men,Football,1949
ConfPCT,0.5,Men,Football,1949
Streak,L1,Men,Football,1949
Home,0-1,Men,Football,1949
Away,0-0,Men,Football,1949
Neutral,2-May,Men,Football,1949
Overall,6-Feb,Men,Football,1950
OverallPCT,0.25,Men,Football,1950
Conf,5-Jan,Men,Football,1950
ConfPCT,0.167,Men,Football,1950
Streak,L4,Men,Football,1950
Home,Jan-00,Men,Football,1950
Away,0-1,Men,Football,1950
Neutral,5-Jan,Men,Football,1950
Overall,1/6/2001,Men,Football,1951
OverallPCT,0.188,Men,Football,1951
Conf,5-Jan,Men,Football,1951
ConfPCT,0.167,Men,Football,1951
Streak,L1,Men,Football,1951
Home,0-1-1,Men,Football,1951
Away,0-0,Men,Football,1951
Neutral,5-Jan,Men,Football,1951
Overall,0-8,Men,Football,1952
OverallPCT,0,Men,Football,1952
Conf,0-7,Men,Football,1952
ConfPCT,0,Men,Football,1952
Streak,L8,Men,Football,1952
Home,0-4,Men,Football,1952
Away,0-2,Men,Football,1952
Neutral,0-2,Men,Football,1952
Overall,4-Apr,Men,Football,1953
OverallPCT,0.5,Men,Football,1953
Conf,3-Apr,Men,Football,1953
ConfPCT,0.571,Men,Football,1953
Streak,L1,Men,Football,1953
Home,2-Feb,Men,Football,1953
Away,2-Feb,Men,Football,1953
Neutral,0-0,Men,Football,1953
Overall,2/4/2002,Men,Football,1954
OverallPCT,0.375,Men,Football,1954
Conf,2/4/2002,Men,Football,1954
ConfPCT,0.375,Men,Football,1954
Streak,W2,Men,Football,1954
Home,1/2/2001,Men,Football,1954
Away,1-Jan,Men,Football,1954
Neutral,0-1-1,Men,Football,1954
Overall,4-Apr,Men,Football,1955
OverallPCT,0.5,Men,Football,1955
Conf,4-Mar,Men,Football,1955
ConfPCT,0.429,Men,Football,1955
Streak,W2,Men,Football,1955
Home,0-0,Men,Football,1955
Away,1-Jan,Men,Football,1955
Neutral,3-Mar,Men,Football,1955
Overall,7-Jan,Men,Football,1956
OverallPCT,0.125,Men,Football,1956
Conf,7-Jan,Men,Football,1956
ConfPCT,0.125,Men,Football,1956
Streak,L1,Men,Football,1956
Home,0-4,Men,Football,1956
Away,3-Jan,Men,Football,1956
Neutral,0-0,Men,Football,1956
Overall,3/3/2002,Men,Football,1957
OverallPCT,0.5,Men,Football,1957
Conf,3/3/2002,Men,Football,1957
ConfPCT,0.5,Men,Football,1957
Streak,W2,Men,Football,1957
Home,1/2/2001,Men,Football,1957
Away,2/1/2001,Men,Football,1957
Neutral,0-0,Men,Football,1957
Overall,2/4/2002,Men,Football,1958
OverallPCT,0.375,Men,Football,1958
Conf,2/4/2002,Men,Football,1958
ConfPCT,0.375,Men,Football,1958
Streak,W1,Men,Football,1958
Home,1/2/2001,Men,Football,1958
Away,1/2/2001,Men,Football,1958
Neutral,0-0,Men,Football,1958
Overall,7-Jan,Men,Football,1959
OverallPCT,0.125,Men,Football,1959
Conf,7-Jan,Men,Football,1959
ConfPCT,0.125,Men,Football,1959
Streak,L4,Men,Football,1959
Home,3-Jan,Men,Football,1959
Away,0-4,Men,Football,1959
Neutral,0-0,Men,Football,1959
Overall,4-Apr,Men,Football,1960
OverallPCT,0.5,Men,Football,1960
Conf,4-Apr,Men,Football,1960
ConfPCT,0.5,Men,Football,1960
Streak,W1,Men,Football,1960
Home,2-Feb,Men,Football,1960
Away,2-Feb,Men,Football,1960
Neutral,0-0,Men,Football,1960
Overall,2-Jun,Men,Football,1961
OverallPCT,0.75,Men,Football,1961
Conf,2-Jun,Men,Football,1961
ConfPCT,0.75,Men,Football,1961
Streak,W1,Men,Football,1961
Home,Apr-00,Men,Football,1961
Away,2-Feb,Men,Football,1961
Neutral,0-0,Men,Football,1961
Overall,7-0-1,Men,Football,1962
OverallPCT,0.938,Men,Football,1962
Conf,7-0-1,Men,Football,1962
ConfPCT,0.938,Men,Football,1962
Streak,W4,Men,Football,1962
Home,3-0-1,Men,Football,1962
Away,Apr-00,Men,Football,1962
Neutral,0-0,Men,Football,1962
Overall,3-May,Men,Football,1963
OverallPCT,0.625,Men,Football,1963
Conf,3-May,Men,Football,1963
ConfPCT,0.625,Men,Football,1963
Streak,W1,Men,Football,1963
Home,1-Mar,Men,Football,1963
Away,2-Feb,Men,Football,1963
Neutral,0-0,Men,Football,1963
Overall,3-May,Men,Football,1964
OverallPCT,0.625,Men,Football,1964
Conf,3-May,Men,Football,1964
ConfPCT,0.625,Men,Football,1964
Streak,W2,Men,Football,1964
Home,2-Feb,Men,Football,1964
Away,1-Mar,Men,Football,1964
Neutral,0-0,Men,Football,1964
Overall,2-Jun,Men,Football,1965
OverallPCT,0.75,Men,Football,1965
Conf,2-Jun,Men,Football,1965
ConfPCT,0.75,Men,Football,1965
Streak,W3,Men,Football,1965
Home,Apr-00,Men,Football,1965
Away,2-Feb,Men,Football,1965
Neutral,0-0,Men,Football,1965
Overall,6-Feb,Men,Football,1966
OverallPCT,0.25,Men,Football,1966
Conf,6-Feb,Men,Football,1966
ConfPCT,0.25,Men,Football,1966
Streak,W2,Men,Football,1966
Home,0-4,Men,Football,1966
Away,2-Feb,Men,Football,1966
Neutral,0-0,Men,Football,1966
Overall,6-Feb,Men,Football,1967
OverallPCT,0.25,Men,Football,1967
Conf,6-Feb,Men,Football,1967
ConfPCT,0.25,Men,Football,1967
Streak,W1,Men,Football,1967
Home,3-Jan,Men,Football,1967
Away,3-Jan,Men,Football,1967
Neutral,0-0,Men,Football,1967
Overall,5-Mar,Men,Football,1968
OverallPCT,0.375,Men,Football,1968
Conf,5-Mar,Men,Football,1968
ConfPCT,0.375,Men,Football,1968
Streak,L1,Men,Football,1968
Home,2-Feb,Men,Football,1968
Away,3-Jan,Men,Football,1968
Neutral,0-0,Men,Football,1968
Overall,3-Jun,Men,Football,1969
OverallPCT,0.667,Men,Football,1969
Conf,3-Jun,Men,Football,1969
ConfPCT,0.667,Men,Football,1969
Streak,W1,Men,Football,1969
Home,1-Apr,Men,Football,1969
Away,2-Feb,Men,Football,1969
Neutral,0-0,Men,Football,1969
Overall,4-May,Men,Football,1970
OverallPCT,0.556,Men,Football,1970
Conf,4-Apr,Men,Football,1970
ConfPCT,0.5,Men,Football,1970
Streak,L3,Men,Football,1970
Home,2-Mar,Men,Football,1970
Away,2-Feb,Men,Football,1970
Neutral,0-0,Men,Football,1970
Overall,7-Feb,Men,Football,1971
OverallPCT,0.222,Men,Football,1971
Conf,7-Jan,Men,Football,1971
ConfPCT,0.125,Men,Football,1971
Streak,L3,Men,Football,1971
Home,0-5,Men,Football,1971
Away,2-Feb,Men,Football,1971
Neutral,0-0,Men,Football,1971
Overall,7-Feb,Men,Football,1972
OverallPCT,0.222,Men,Football,1972
Conf,7-Jan,Men,Football,1972
ConfPCT,0.125,Men,Football,1972
Streak,L3,Men,Football,1972
Home,3-Feb,Men,Football,1972
Away,0-4,Men,Football,1972
Neutral,0-0,Men,Football,1972
Overall,0-9,Men,Football,1973
OverallPCT,0,Men,Football,1973
Conf,0-8,Men,Football,1973
ConfPCT,0,Men,Football,1973
Streak,L9,Men,Football,1973
Home,0-4,Men,Football,1973
Away,0-5,Men,Football,1973
Neutral,0-0,Men,Football,1973
Overall,6-Mar,Men,Football,1974
OverallPCT,0.333,Men,Football,1974
Conf,5-Feb,Men,Football,1974
ConfPCT,0.286,Men,Football,1974
Streak,W2,Men,Football,1974
Home,0-4,Men,Football,1974
Away,2-Mar,Men,Football,1974
Neutral,0-0,Men,Football,1974
Overall,5-Apr,Men,Football,1975
OverallPCT,0.444,Men,Football,1975
Conf,5-Mar,Men,Football,1975
ConfPCT,0.375,Men,Football,1975
Streak,L1,Men,Football,1975
Home,1-Mar,Men,Football,1975
Away,4-Jan,Men,Football,1975
Neutral,0-0,Men,Football,1975
Overall,5-Mar,Men,Football,1976
OverallPCT,0.375,Men,Football,1976
Conf,0-5,Men,Football,1976
ConfPCT,0,Men,Football,1976
Streak,L5,Men,Football,1976
Home,2-Feb,Men,Football,1976
Away,3-Jan,Men,Football,1976
Neutral,0-0,Men,Football,1976
Overall,4/4/2001,Men,Football,1977
OverallPCT,0.5,Men,Football,1977
Conf,1/3/2001,Men,Football,1977
ConfPCT,0.3,Men,Football,1977
Streak,W2,Men,Football,1977
Home,2/1/2001,Men,Football,1977
Away,3-Feb,Men,Football,1977
Neutral,0-0,Men,Football,1977
Overall,6-Feb,Men,Football,1978
OverallPCT,0.25,Men,Football,1978
Conf,0-4,Men,Football,1978
ConfPCT,0,Men,Football,1978
Streak,L3,Men,Football,1978
Home,2-Feb,Men,Football,1978
Away,0-4,Men,Football,1978
Neutral,0-0,Men,Football,1978
Overall,7-Jan,Men,Football,1979
OverallPCT,0.125,Men,Football,1979
Conf,3-Jan,Men,Football,1979
ConfPCT,0.25,Men,Football,1979
Streak,W1,Men,Football,1979
Home,3-Jan,Men,Football,1979
Away,0-4,Men,Football,1979
Neutral,0-0,Men,Football,1979
Overall,8-Jan,Men,Football,1980
OverallPCT,0.111,Men,Football,1980
Conf,7-Jan,Men,Football,1980
ConfPCT,0.125,Men,Football,1980
Streak,L8,Men,Football,1980
Home,0-5,Men,Football,1980
Away,3-Jan,Men,Football,1980
Neutral,0-0,Men,Football,1980
Overall,6-Feb,Men,Football,1981
OverallPCT,0.25,Men,Football,1981
Conf,6-Feb,Men,Football,1981
ConfPCT,0.25,Men,Football,1981
Streak,L1,Men,Football,1981
Home,2-Feb,Men,Football,1981
Away,0-4,Men,Football,1981
Neutral,0-0,Men,Football,1981
Overall,8-Jan,Men,Football,1982
OverallPCT,0.111,Men,Football,1982
Conf,0-5,Men,Football,1982
ConfPCT,0,Men,Football,1982
Streak,L7,Men,Football,1982
Home,3-Jan,Men,Football,1982
Away,0-5,Men,Football,1982
Neutral,0-0,Men,Football,1982
Overall,7-Feb,Men,Football,1983
OverallPCT,0.222,Men,Football,1983
Conf,4-Jan,Men,Football,1983
ConfPCT,0.2,Men,Football,1983
Streak,W1,Men,Football,1983
Home,3-Jan,Men,Football,1983
Away,4-Jan,Men,Football,1983
Neutral,0-0,Men,Football,1983
Overall,6-Feb,Men,Football,1984
OverallPCT,0.25,Men,Football,1984
Conf,5-Feb,Men,Football,1984
ConfPCT,0.286,Men,Football,1984
Streak,W1,Men,Football,1984
Home,0-4,Men,Football,1984
Away,2-Feb,Men,Football,1984
Neutral,0-0,Men,Football,1984
Overall,5-Mar,Men,Football,1985
OverallPCT,0.375,Men,Football,1985
Conf,4-Mar,Men,Football,1985
ConfPCT,0.429,Men,Football,1985
Streak,W2,Men,Football,1985
Home,3-Jan,Men,Football,1985
Away,2-Feb,Men,Football,1985
Neutral,0-0,Men,Football,1985
Overall,5-Mar,Men,Football,1986
OverallPCT,0.375,Men,Football,1986
Conf,5-Feb,Men,Football,1986
ConfPCT,0.286,Men,Football,1986
Streak,W1,Men,Football,1986
Home,2-Feb,Men,Football,1986
Away,3-Jan,Men,Football,1986
Neutral,0-0,Men,Football,1986
Overall,7-Jan,Men,Football,1987
OverallPCT,0.125,Men,Football,1987
Conf,6-Jan,Men,Football,1987
ConfPCT,0.143,Men,Football,1987
Streak,W1,Men,Football,1987
Home,3-Jan,Men,Football,1987
Away,0-4,Men,Football,1987
Neutral,0-0,Men,Football,1987
Overall,6-Feb,Men,Football,1988
OverallPCT,0.25,Men,Football,1988
Conf,5-Jan,Men,Football,1988
ConfPCT,0.167,Men,Football,1988
Streak,L5,Men,Football,1988
Home,2-Feb,Men,Football,1988
Away,0-4,Men,Football,1988
Neutral,0-0,Men,Football,1988
Overall,6-Mar,Men,Football,1989
OverallPCT,0.333,Men,Football,1989
Conf,5-Jan,Men,Football,1989
ConfPCT,0.167,Men,Football,1989
Streak,L2,Men,Football,1989
Home,3-Feb,Men,Football,1989
Away,3-Jan,Men,Football,1989
Neutral,0-0,Men,Football,1989
Overall,0-8-1,Men,Football,1990
OverallPCT,0.056,Men,Football,1990
Conf,0-7,Men,Football,1990
ConfPCT,0,Men,Football,1990
Streak,L7,Men,Football,1990
Home,0-4-1,Men,Football,1990
Away,0-4,Men,Football,1990
Neutral,0-0,Men,Football,1990
Overall,7-Feb,Men,Football,1991
OverallPCT,0.222,Men,Football,1991
Conf,4-Jan,Men,Football,1991
ConfPCT,0.2,Men,Football,1991
Streak,W1,Men,Football,1991
Home,3-Jan,Men,Football,1991
Away,4-Jan,Men,Football,1991
Neutral,0-0,Men,Football,1991
Overall,0-9,Men,Football,1992
OverallPCT,0,Men,Football,1992
Conf,0-5,Men,Football,1992
ConfPCT,0,Men,Football,1992
Streak,L9,Men,Football,1992
Home,0-5,Men,Football,1992
Away,0-4,Men,Football,1992
Neutral,0-0,Men,Football,1992
Overall,0-9,Men,Football,1993
OverallPCT,0,Men,Football,1993
Conf,0-5,Men,Football,1993
ConfPCT,0,Men,Football,1993
Streak,L9,Men,Football,1993
Home,0-4,Men,Football,1993
Away,0-5,Men,Football,1993
Neutral,0-0,Men,Football,1993
Overall,5-Apr,Men,Football,1994
OverallPCT,0.444,Men,Football,1994
Conf,3-Feb,Men,Football,1994
ConfPCT,0.4,Men,Football,1994
Streak,L3,Men,Football,1994
Home,3-Feb,Men,Football,1994
Away,2-Feb,Men,Football,1994
Neutral,0-0,Men,Football,1994
Overall,5-Apr,Men,Football,1995
OverallPCT,0.444,Men,Football,1995
Conf,3-Feb,Men,Football,1995
ConfPCT,0.4,Men,Football,1995
Streak,W2,Men,Football,1995
Home,3-Jan,Men,Football,1995
Away,2-Mar,Men,Football,1995
Neutral,0-0,Men,Football,1995
Overall,5-Apr,Men,Football,1996
OverallPCT,0.444,Men,Football,1996
Conf,3-Feb,Men,Football,1996
ConfPCT,0.4,Men,Football,1996
Streak,W2,Men,Football,1996
Home,2-Feb,Men,Football,1996
Away,3-Feb,Men,Football,1996
Neutral,0-0,Men,Football,1996
Overall,5-May,Men,Football,1997
OverallPCT,0.5,Men,Football,1997
Conf,Mar-00,Men,Football,1997
ConfPCT,1,Men,Football,1997
Streak,L1,Men,Football,1997
Home,3-Mar,Men,Football,1997
Away,2-Feb,Men,Football,1997
Neutral,0-0,Men,Football,1997
Overall,Oct-00,Men,Football,1998
OverallPCT,1,Men,Football,1998
Conf,Sep-00,Men,Football,1998
ConfPCT,1,Men,Football,1998
Streak,W10,Men,Football,1998
Home,May-00,Men,Football,1998
Away,May-00,Men,Football,1998
Neutral,0-0,Men,Football,1998
Overall,3-Jul,Men,Football,1999
OverallPCT,0.7,Men,Football,1999
Conf,2-Jul,Men,Football,1999
ConfPCT,0.778,Men,Football,1999
Streak,W3,Men,Football,1999
Home,1-Apr,Men,Football,1999
Away,2-Mar,Men,Football,1999
Neutral,0-0,Men,Football,1999
Overall,5-May,Men,Football,2000
OverallPCT,0.5,Men,Football,2000
Conf,4-May,Men,Football,2000
ConfPCT,0.556,Men,Football,2000
Streak,L1,Men,Football,2000
Home,2-Mar,Men,Football,2000
Away,3-Feb,Men,Football,2000
Neutral,0-0,Men,Football,2000
Overall,5-May,Men,Football,2001
OverallPCT,0.5,Men,Football,2001
Conf,3-May,Men,Football,2001
ConfPCT,0.625,Men,Football,2001
Streak,L1,Men,Football,2001
Home,2-Mar,Men,Football,2001
Away,3-Feb,Men,Football,2001
Neutral,0-0,Men,Football,2001
Overall,6-Apr,Men,Football,2002
OverallPCT,0.4,Men,Football,2002
Conf,5-Apr,Men,Football,2002
ConfPCT,0.444,Men,Football,2002
Streak,W1,Men,Football,2002
Home,3-Feb,Men,Football,2002
Away,3-Feb,Men,Football,2002
Neutral,0-0,Men,Football,2002
Overall,7-Mar,Men,Football,2003
OverallPCT,0.3,Men,Football,2003
Conf,7-Feb,Men,Football,2003
ConfPCT,0.222,Men,Football,2003
Streak,W1,Men,Football,2003
Home,4-Jan,Men,Football,2003
Away,3-Feb,Men,Football,2003
Neutral,0-0,Men,Football,2003
Overall,4-Jun,Men,Football,2004
OverallPCT,0.6,Men,Football,2004
Conf,4-May,Men,Football,2004
ConfPCT,0.556,Men,Football,2004
Streak,W2,Men,Football,2004
Home,1-Apr,Men,Football,2004
Away,3-Feb,Men,Football,2004
Neutral,0-0,Men,Football,2004
Overall,9-Jan,Men,Football,2005
OverallPCT,0.1,Men,Football,2005
Conf,0-9,Men,Football,2005
ConfPCT,0,Men,Football,2005
Streak,L7,Men,Football,2005
Home,0-5,Men,Football,2005
Away,4-Jan,Men,Football,2005
Neutral,0-0,Men,Football,2005
Overall,8-Feb,Men,Football,2006
OverallPCT,0.2,Men,Football,2006
Conf,7-Feb,Men,Football,2006
ConfPCT,0.222,Men,Football,2006
Streak,W1,Men,Football,2006
Home,4-Feb,Men,Football,2006
Away,0-4,Men,Football,2006
Neutral,0-0,Men,Football,2006
Overall,9-Jan,Men,Football,2007
OverallPCT,0.1,Men,Football,2007
Conf,8-Jan,Men,Football,2007
ConfPCT,0.111,Men,Football,2007
Streak,L6,Men,Football,2007
Home,3-Jan,Men,Football,2007
Away,0-6,Men,Football,2007
Neutral,0-0,Men,Football,2007
Overall,7-Mar,Men,Football,2008
OverallPCT,0.3,Men,Football,2008
Conf,7-Feb,Men,Football,2008
ConfPCT,0.222,Men,Football,2008
Streak,L4,Men,Football,2008
Home,4-Jan,Men,Football,2008
Away,3-Feb,Men,Football,2008
Neutral,0-0,Men,Football,2008
Overall,8-Feb,Men,Football,2009
OverallPCT,0.2,Men,Football,2009
Conf,7-Feb,Men,Football,2009
ConfPCT,0.222,Men,Football,2009
Streak,L4,Men,Football,2009
Home,4-Jan,Men,Football,2009
Away,4-Jan,Men,Football,2009
Neutral,0-0,Men,Football,2009
Overall,4-Jun,Men,Football,2010
OverallPCT,0.6,Men,Football,2010
Conf,4-May,Men,Football,2010
ConfPCT,0.556,Men,Football,2010
Streak,L1,Men,Football,2010
Home,1-Apr,Men,Football,2010
Away,3-Feb,Men,Football,2010
Neutral,0-0,Men,Football,2010
Overall,5-May,Men,Football,2011
OverallPCT,0.5,Men,Football,2011
Conf,5-Apr,Men,Football,2011
ConfPCT,0.444,Men,Football,2011
Streak,L3,Men,Football,2011
Home,3-Feb,Men,Football,2011
Away,2-Mar,Men,Football,2011
Neutral,0-0,Men,Football,2011
Overall,8-Feb,Men,Football,2012
OverallPCT,0.2,Men,Football,2012
Conf,7-Feb,Men,Football,2012
ConfPCT,0.222,Men,Football,2012
Streak,L5,Men,Football,2012
Home,5-Jan,Men,Football,2012
Away,3-Jan,Men,Football,2012
Neutral,0-0,Men,Football,2012
Overall,8-Feb,Men,Football,2013
OverallPCT,0.2,Men,Football,2013
Conf,7-Feb,Men,Football,2013
ConfPCT,0.222,Men,Football,2013
Streak,L2,Men,Football,2013
Home,3-Jan,Men,Football,2013
Away,5-Jan,Men,Football,2013
Neutral,0-0,Men,Football,2013
Overall,7-Mar,Men,Football,2014
OverallPCT,0.3,Men,Football,2014
Conf,4-Jan,Men,Football,2014
ConfPCT,0.2,Men,Football,2014
Streak,W1,Men,Football,2014
Home,4-Jan,Men,Football,2014
Away,3-Feb,Men,Football,2014
Neutral,0-0,Men,Football,2014
Overall,8-Feb,Men,Football,2015
OverallPCT,0.2,Men,Football,2015
Conf,0-5,Men,Football,2015
ConfPCT,0,Men,Football,2015
Streak,W1,Men,Football,2015
Home,4-Jan,Men,Football,2015
Away,4-Jan,Men,Football,2015
Neutral,0-0,Men,Football,2015
Overall,0-10,Men,Football,2016
OverallPCT,0,Men,Football,2016
Conf,0-8,Men,Football,2016
ConfPCT,0,Men,Football,2016
Streak,L10,Men,Football,2016
Home,0-6,Men,Football,2016
Away,0-4,Men,Football,2016
Neutral,0-0,Men,Football,2016
Overall,9-Jan,Men,Football,2017
OverallPCT,0.1,Men,Football,2017
Conf,0-5,Men,Football,2017
ConfPCT,0,Men,Football,2017
Streak,L8,Men,Football,2017
Home,0-4,Men,Football,2017
Away,5-Jan,Men,Football,2017
Neutral,0-0,Men,Football,2017
Overall,8-Feb,Men,Football,2018
OverallPCT,0.2,Men,Football,2018
Conf,0-5,Men,Football,2018
ConfPCT,0,Men,Football,2018
Streak,W1,Men,Football,2018
Home,4-Jan,Men,Football,2018
Away,4-Jan,Men,Football,2018
Neutral,0-0,Men,Football,2018
Overall,0-3,Men,Football,2019
OverallPCT,0,Men,Football,2019
Conf,0-0,Men,Football,2019
ConfPCT,0,Men,Football,2019
Streak,L3,Men,Football,2019
Home,0-2,Men,Football,2019
Away,0-1,Men,Football,2019
Neutral,0-0,Men,Football,2019
Overall,0-0,Men,Football,2020
OverallPCT,0,Men,Football,2020
Conf,0-0,Men,Football,2020
ConfPCT,0,Men,Football,2020
Streak,,Men,Football,2020
Home,0-0,Men,Football,2020
Away,0-0,Men,Football,2020
Neutral,0-0,Men,Football,2020
Overall,8-Feb,Men,Football,2021
OverallPCT,0.2,Men,Football,2021
Conf,7-Feb,Men,Football,2021
ConfPCT,0.222,Men,Football,2021
Streak,L6,Men,Football,2021
Home,4-Jan,Men,Football,2021
Away,4-Jan,Men,Football,2021
Neutral,0-0,Men,Football,2021
Overall,6-Feb,Men,Football,2022
OverallPCT,0.25,Men,Football,2022
Conf,6-Feb,Men,Football,2022
ConfPCT,0.25,Men,Football,2022
Streak,L5,Men,Football,2022
Home,1-Jan,Men,Football,2022
Away,5-Jan,Men,Football,2022
Neutral,0-0,Men,Football,2022
Overall,8-Feb,Men,Football,2023
OverallPCT,0.2,Men,Football,2023
Conf,7-Feb,Men,Football,2023
ConfPCT,0.222,Men,Football,2023
Streak,L6,Men,Football,2023
Home,4-Jan,Men,Football,2023
Away,4-Jan,Men,Football,2023
Neutral,0-0,Men,Football,2023
Overall,8-Feb,Men,Football,2024
OverallPCT,0.2,Men,Football,2024
Conf,7-Feb,Men,Football,2024
