Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 23, 2016 (Friday)",TBA,Away,ITA Regional,"Kalamazoo, Mich.",,,No Team Scores,Recap
"February 5, 2017 (Sunday)",9:00 AM,Neutral,Simpson College,"Galesburg, Ill.",,,"L,4-5",RecapMatch Results
"February 11, 2017 (Saturday)",5:00 PM,Away,Principia College,"Elsah, Ill.",,,"L,1-8",RecapMatch Results
"February 24, 2017 (Friday)",4:00 PM,Neutral,St. Louis College of Pharmacy,"Belleville, Ill.",,,"L,3-6",RecapMatch Results
"February 25, 2017 (Saturday)",1:00 PM,Neutral,Greenville College,"Elsah, Ill.",,,"L,1-8",RecapMatch Results
"March 25, 2017 (Saturday)",3:00 PM,Home,Dominican University (Ill.),"Jacksonville, Ill.",,,Postponed,
"April 1, 2017 (Saturday)",10:00 AM,Home,Ripon College,"Jacksonville, Ill.",,,"W,6-3",RecapMatch Results
"April 1, 2017 (Saturday)",3:00 PM,Home,Lake Forest College,"Jacksonville, Ill.",,,"L,0-9",RecapMatch Results
"April 8, 2017 (Saturday)",1:00 PM,Away,St. Norbert College,De Pere. Wis.,,,"L,2-7",RecapMatch Results
"April 9, 2017 (Sunday)",1:00 PM,Away,Lawrence University,"Appleton, Wis.",,,"L,0-9",RecapMatch Results
"April 11, 2017 (Tuesday)",6:30 PM,Away,Webster University,"St. Louis, Mo.",,,"W,5-4",RecapMatch Results
"April 14, 2017 (Friday)",5:30 PM,Home,Webster University,"Jacksonville, Ill.",,,"L,4-5",RecapMatch Results
"April 18, 2017 (Tuesday)",5:00 PM,Home,Knox College,"Jacksonville, Ill.",,,"W,6-3",RecapMatch Results
"April 19, 2017 (Wednesday)",4:30 PM,Away,Monmouth College,"Monmouth, Ill.",,,"L,1-8",RecapMatch Results
"April 22, 2017 (Saturday)",2:30 PM,Home,Grinnell College,"Jacksonville, Ill.",,,"L,2-7",RecapMatch Results
"April 23, 2017 (Sunday)",10:00 AM,Home,Cornell College,"Jacksonville, Ill.",,,"L,1-8",RecapMatch Results
"April 25, 2017 (Tuesday)",5:00 PM,Home,Millikin University,"Jacksonville, Ill.",,,"L,1-8",RecapMatch Results
"April 29, 2017 (Saturday)",8:00 AM/8:00 AM,Away,MWC Championships,"Madison, Wis.",,,No Team Scores,RecapSingles ResultsDoubles Results
