Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2018 (Saturday)",6 pm,Away,Washington (Mo.),,,,"L,17-24",Box ScoreRecap
"September 8, 2018 (Saturday)",1 pm,Home,Simpson,,,,"L,0-21",Box ScoreRecap
"September 22, 2018 (Saturday)",1 pm,Home,Illinois College,,,,"W,56-9",Box ScoreRecapPhotos
"September 29, 2018 (Saturday)",1 pm,Away,Cornell College,,,,"W,49-0",Box ScoreRecap
"October 6, 2018 (Saturday)",1 pm,Away,Lawrence,,,,"W,49-0",Box ScoreRecap
"October 13, 2018 (Saturday)",1 pm,Home,St. Norbert,,,,"L,20-21",Box ScoreRecap
"October 20, 2018 (Saturday)",1 pm,Away,Beloit,,,,"W,63-0",Box ScoreRecap
"October 27, 2018 (Saturday)",2 pm,Home,Ripon,,,,"W,35-6",Box ScoreRecap
"November 3, 2018 (Saturday)",1 pm,Away,Macalester,,,,"W,28-21",Box ScoreRecap
"November 10, 2018 (Saturday)",12 pm,Home,Lake Forest,,,,"W,48-16",Box ScoreRecap
