0,1,2,3,4,5
Tournament,Date(s),Rounds,Scores,Par,Rank
Mount Mercy Fall Invitational,"Aug. 30-31, 2013",2,90-83=173,+29,28th/107
Central Fall Invitational,"Sept. 6-7, 2013",2,88-90=178,+34,6th/23
Illinois Wesleyan Fall Classic,9/14-15/2013,2,85-79=164,+20,t-31st/111
2013 Grinnell College Invitational,"Sep 28, 2013",1,88,+16,t-13th/36
Midwest Conference Championship,10/4-6/2013,3,96-88-89=273,+54,8th/32
NCAA Division III National Championship,05/13-16/14,4,94-96-92-0=282,+66,
SEASON TOTALS,SEASON TOTALS,13,1158 Avg. 89.1,+17,-
