Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:49.80,"Edassery, Frasca, Olowu, Crowe",Midwest Conference Indoor Championships,"Feb 25, 2022"
,1:50.93,"Staker, Reid, Sheehan-Klenk, Garcia",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
,1:51.13,"Edassery, Frasca, Taylor, Crowe",Luther College Invitational,"Feb 5, 2022"
,1:51.88,"Edassery, Frasca, Olowu, Crowe",Grinnell Invitational,"Jan 29, 2022"
,2:01.33,"Edassery, Frasca, Olowu, Crowe",Grinnell Holiday Indoor Triangular,"Dec 10, 2021"
