Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date,Wind
,"Leonard, Millie",FR-1,10.40m,"34' 1.5""",Midwest Conference Outdoor Championships,"May 10, 2024",2.4
,"Vollmayr-Lee, Mira",SO-2,9.75m,"32' 0""",Monmouth College Fighting Scots Invite,"May 4, 2024",2.4
