Unnamed: 0,Time,Athletes,Meet,Meet Date
,4:06.55,"Leonard, Ong, Crowe, Carchidi",Midwest Conference Outdoor Championships,"May 10, 2024"
,4:30.83,"Goodman, Kreeger, Thompson, Staker",Grinnell College Dick Young Classic,"Apr 20, 2024"
,4:31.38,"Staker, Rabbani, Kreeger, Ong",16th Annual PLNU Track and Field Invitational,"Mar 23, 2024"
,4:41.81,"Rabbani, Roark, Charron, Pollack",Grinnell College Dick Young Classic,"Apr 20, 2024"
