Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Fuller, Andrew",FR-1,23.22,2021 Prairie Fire Invitational,"Apr 24, 2021",-0.1
,"Hiser, Alexander",SO-2,23.37,Midwest Conference Outdoor Championships (South Division),"May 14, 2021",0.8
,"Gilbert, Aiden",SO-2,23.89,2021 Prairie Fire Invitational,"Apr 24, 2021",-0.1
,"Ketcha, Martin",FR-1,25.61,Midwest Conference Outdoor Championships (South Division),"May 14, 2021",0.8
