Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2017 (Friday)",,Away,George Fox University,"Newberg, Ore.",,,"L,0-3",
"September 3, 2017 (Sunday)",,Away,Lewis & Clark College,"Portland, Ore.",,,"L,1-4",
"September 6, 2017 (Wednesday)",,Home,Carroll University,"Beloit, Wis./Strong Complex Soccer Field",,,"L,2-4",
"September 9, 2017 (Saturday)",,Home,UW-Platteville,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-3",
"September 10, 2017 (Sunday)",,Home,Benedictine University,"Beloit, Wis./Strong Complex Soccer Field",,,"W,3-2OT",
"September 13, 2017 (Wednesday)",,Away,Edgewood College,"Madison, Wis.",,,"W,1-0",
"September 16, 2017 (Saturday)",,Home,Marian University,"Beloit, Wis./Strong Complex Soccer Field",,,"W,3-1",
"September 23, 2017 (Saturday)",,Away,Grinnell College,"Grinnell, Iowa",,,"L,3-5",
"September 24, 2017 (Sunday)",,Away,Knox College,"Galesburg, Ill.",,,"L,0-6",
"September 30, 2017 (Saturday)",,Home,Cornell College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-1",
"October 5, 2017 (Thursday)",,Home,Ripon College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-3",
"October 8, 2017 (Sunday)",,Home,Central College,"Pella, Iowa/Strong Complex Soccer Field",,,"L,1-2",
"October 14, 2017 (Saturday)",,Home,Monmouth College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,0-2",
"October 15, 2017 (Sunday)",,Home,Illinois College,"Beloit, Wis./Strong Complex Soccer Field",,,"W,1-0",
"October 18, 2017 (Wednesday)",,Away,Lake Forest College,"Lake Forest, Ill.",,,"L,1-3",
"October 21, 2017 (Saturday)",,Home,St. Norbert College,"Beloit, Wis./Strong Complex Soccer Field",,,"L,1-2",
"October 22, 2017 (Sunday)",,Home,North Park University,"Beloit, Wis./Strong Complex Soccer Field",,,"W,3-2",
"October 28, 2017 (Saturday)",,Away,Lawrence University,"Appleton, Wis.",,,"W,7-0",
