Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Lukoseviciute, Agne",SO-2,47.31m,"155' 2""",NCAA Division III Outdoor Track & Field Championships,"May 23, 2019"
,"Lukoseviciute, Agne",SO-2,46.48m,"152' 6""",NCAA Division III Outdoor Track & Field Championships,"May 23, 2019"
,"Lukoseviciute, Agne",SO-2,45.13m,"148' 1""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,42.22m,"138' 6""",2019 Dick Young Invite,"Apr 20, 2019"
,"Lukoseviciute, Agne",SO-2,42.13m,"138' 3""",NCAA Division III Outdoor Track & Field Championships,"May 23, 2019"
,"Lukoseviciute, Agne",SO-2,42.04m,"137' 11""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,41.38m,"135' 9""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,40.96m,"134' 4""",2019 Kip Janvrin Open,"Apr 25, 2019"
,"Lukoseviciute, Agne",SO-2,40.82m,"133' 11""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Lukoseviciute, Agne",SO-2,40.79m,"133' 10""",NCAA Division III Outdoor Track & Field Championships,"May 23, 2019"
,"Lukoseviciute, Agne",SO-2,40.31m,"132' 3""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Lukoseviciute, Agne",SO-2,40.27m,"132' 1""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Lukoseviciute, Agne",SO-2,40.23m,"132' 0""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,39.76m,"130' 5""",Cornell College Invitational,"Apr 6, 2019"
,"Lukoseviciute, Agne",SO-2,39.43m,"129' 4""",Mustang Open,"Apr 13, 2019"
,"Lukoseviciute, Agne",SO-2,39.18m,"128' 6""",NCAA Division III Outdoor Track & Field Championships,"May 23, 2019"
,"Lukoseviciute, Agne",SO-2,38.93m,"127' 9""",Mustang Open,"Apr 13, 2019"
,"Lukoseviciute, Agne",SO-2,38.80m,"127' 3""",Cornell College Invitational,"Apr 6, 2019"
,"Lukoseviciute, Agne",SO-2,38.73m,"127' 1""",NCAA Division III Outdoor Track & Field Championships,"May 23, 2019"
,"Lukoseviciute, Agne",SO-2,38.23m,"125' 5""",Emory Classic,"Mar 29, 2019"
,"Lukoseviciute, Agne",SO-2,37.85m,"124' 2""",Mustang Open,"Apr 13, 2019"
,"Lukoseviciute, Agne",SO-2,37.29m,"122' 4""",2019 Kip Janvrin Open,"Apr 25, 2019"
,"Lukoseviciute, Agne",SO-2,36.41m,"119' 5""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Lukoseviciute, Agne",SO-2,35.00m,"114' 10""",Emory Classic,"Mar 29, 2019"
,"Lukoseviciute, Agne",SO-2,34.66m,"113' 8""",Mustang Open,"Apr 13, 2019"
,"Lukoseviciute, Agne",SO-2,34.21m,"112' 3""",Emory Classic,"Mar 29, 2019"
,"Lukoseviciute, Agne",SO-2,33.88m,"111' 2""",Emory Classic,"Mar 29, 2019"
