Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Pellisslier Lloyd, Tallulah",FR-1,1.57m,"5' 1.75""",Cornell College Invitational,"Apr 6, 2019"
,"Kricfalusi , Mikayla",JR-3,1.52m,"4' 11.75""",Cornell College Invitational,"Apr 6, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.52m,"4' 11.75""",Cornell College Invitational,"Apr 6, 2019"
,"Kricfalusi , Mikayla",JR-3,1.50m,"4' 11""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Kricfalusi , Mikayla",JR-3,1.49m,"4' 10.5""",2019 Viking Classic,"Apr 26, 2019"
,"Kricfalusi , Mikayla",JR-3,1.49m,"4' 10.5""",Mustang Open,"Apr 13, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.47m,"4' 9.75""",Cornell College Invitational,"Apr 6, 2019"
,"Kricfalusi , Mikayla",JR-3,1.47m,"4' 9.75""",Cornell College Invitational,"Apr 6, 2019"
,"Kricfalusi , Mikayla",JR-3,1.47m,"4' 9.75""",2019 Dick Young Invite,"Apr 20, 2019"
,"Kricfalusi , Mikayla",JR-3,1.46m,"4' 9.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Kricfalusi , Mikayla",JR-3,1.45m,"4' 9""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.45m,"4' 9""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Kricfalusi , Mikayla",JR-3,1.44m,"4' 8.75""",Mustang Open,"Apr 13, 2019"
,"Kricfalusi , Mikayla",JR-3,1.42m,"4' 7.75""",2019 Dick Young Invite,"Apr 20, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.42m,"4' 7.75""",Cornell College Invitational,"Apr 6, 2019"
,"Kricfalusi , Mikayla",JR-3,1.42m,"4' 7.75""",Cornell College Invitational,"Apr 6, 2019"
,"Kricfalusi , Mikayla",JR-3,1.41m,"4' 7.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.40m,"4' 7""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Kricfalusi , Mikayla",JR-3,1.40m,"4' 7""",The Midwest Conference Outdoor T&F Championships,"May 10, 2019"
,"Kricfalusi , Mikayla",JR-3,1.39m,"4' 6.75""",Mustang Open,"Apr 13, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.37m,"4' 6""",2019 Dick Young Invite,"Apr 20, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.37m,"4' 6""",Cornell College Invitational,"Apr 6, 2019"
,"Kricfalusi , Mikayla",JR-3,1.36m,"4' 5.5""",Monmouth College Fighting Scots Outdoor Invitational,"May 4, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.34m,"4' 4.75""",Mustang Open,"Apr 13, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.32m,"4' 4""",Cornell College Invitational,"Apr 6, 2019"
,"Pellisslier Lloyd, Tallulah",FR-1,1.32m,"4' 4""",2019 Dick Young Invite,"Apr 20, 2019"
