Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 2, 2017 (Saturday)",7:00 PM,Home,Iowa Wesleyan,Mount Vernon,,,"W,62-25",Box Score
"September 9, 2017 (Saturday)",1:00 PM,Away,Coe College,Cedar Rapids,,,"L,21-59",Box Score
"September 23, 2017 (Saturday)",2:00 PM,Home,Beloit,Mount Vernon,,,"W,55-36",Box Score
"September 30, 2017 (Saturday)",1:00 PM,Away,Chicago,"Chicago, Ill.",,,"L,10-55",Box Score
"October 7, 2017 (Saturday)",1:00 PM,Away,Illinois College,"Jacksonville, Ill.",,,"L,26-42",Box Score
"October 14, 2017 (Saturday)",1:00 PM,Home,Lake Forest,Mount Vernon,,,"L,28-56",Box Score
"October 21, 2017 (Saturday)",1:00 PM,Home,Monmouth,Mount Vernon,,,"L,10-61",Box Score
"October 28, 2017 (Saturday)",1:00 PM,Away,Knox College,"Galesburg, Ill.",,,"W,52-51(2OT)",Box Score
"November 4, 2017 (Saturday)",1:00 PM,Home,Grinnell,Mount Vernon,,,"W,41-20",Box Score
"November 11, 2017 (Saturday)",1:00 PM,Home,Ripon College,Mount Vernon,,,"L,11-42",Box Score
