0,1,2
POINTS,7,Illinois College (10/27/2018)
GOALS,3,Illinois College (10/27/2018)
ASSISTS,2,Buena Vista (9/9/2018) Illinois College (10/27/2018)
SHOTS,7,Illinois College (10/27/2018)
SHOTS ON GOAL,5,Illinois College (10/27/2018)
SAVES,11,Knox (10/6/2018)
FOULS,2,Beloit (9/22/2018)
