0,1,2
POINTS,6,Coe (9/1/2018) St. Olaf (10/17/2018) St. Norbert College (11/2/2018)
GOALS,2,Coe (9/1/2018) Central (9/19/2018) Knox (10/6/2018) Ripon College (10/13/2018) St. Norbert College (10/14/2018) St. Olaf (10/17/2018) St. Norbert College (11/2/2018)
ASSISTS,2,Coe (9/1/2018) St. Olaf (10/17/2018) St. Norbert College (11/2/2018)
SHOTS,25,Central (9/19/2018)
SHOTS ON GOAL,13,Knox (10/6/2018)
SAVES,21,Illinois College (10/27/2018)
FOULS,17,Buena Vista (9/9/2018)
CORNER KICKS,13,Carleton (9/6/2018)
