#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
16.0,"Maddaus, Jordan 16Maddaus, Jordan",17,16,1030,9,6,24,41,0.22,23,0.561,0-0,4,0-0,View Bio
7.0,"Alvarez, Valencia 7Alvarez, Valencia",17,17,1148,5,6,16,44,0.114,20,0.455,0-0,1,0-0,View Bio
12.0,"Salpekar, Elyse 12Salpekar, Elyse",17,17,957,4,3,11,28,0.143,17,0.607,0-0,1,0-0,View Bio
15.0,"Holtzman, Gwen 15Holtzman, Gwen",17,17,1384,5,0,10,12,0.417,6,0.5,0-0,2,0-0,View Bio
2.0,"Bambi, Simona 2Bambi, Simona",17,17,1307,2,4,8,42,0.048,14,0.333,0-0,1,0-0,
22.0,"Kayim-yanko, Esme 22Kayim-yanko, Esme",14,7,900,2,4,8,23,0.087,12,0.522,0-0,0,0-0,
14.0,"Kasprak, Regan 14Kasprak, Regan",5,5,444,1,2,4,1,1.0,1,1.0,0-0,0,0-0,View Bio
4.0,"Radakovich, Alyssa 4Radakovich, Alyssa",12,0,307,2,0,4,6,0.333,6,1.0,0-0,0,0-0,View Bio
8.0,"Berleman-Paul, Quinn 8Berleman-Paul, Quinn",9,0,235,1,0,2,3,0.333,2,0.667,0-0,0,0-0,View Bio
24.0,"Edwards, Lauren 24Edwards, Lauren",17,17,1345,1,0,2,9,0.111,5,0.556,0-0,0,0-0,View Bio
23.0,"Thurman, Michellie 23Thurman, Michellie",17,15,689,0,2,2,14,0.0,10,0.714,0-0,0,0-0,View Bio
9.0,"Bunnell, Eliza 9Bunnell, Eliza",17,8,901,0,1,1,14,0.0,7,0.5,0-0,0,0-0,View Bio
17.0,"Nowak, Hope 17Nowak, Hope",17,13,1127,0,1,1,3,0.0,2,0.667,0-0,0,0-0,View Bio
21.0,"Carr, Cally 21Carr, Cally",16,0,516,0,0,0,6,0.0,1,0.167,0-0,0,0-0,View Bio
3.0,"Dellinger, Madeleine 3Dellinger, Madeleine",6,0,68,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
11.0,"Ellingsberg, Lauren 11Ellingsberg, Lauren",4,0,23,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
18.0,"Engelhardt, Anna 18Engelhardt, Anna",11,2,401,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
13.0,"Hellweg, Abigail 13Hellweg, Abigail",3,3,197,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
1.0,"Hunt, Elizabeth 1Hunt, Elizabeth",17,17,1404,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
5.0,"Kaspar, Celeste 5Kaspar, Celeste",17,16,1411,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
0.0,"Malicky, Hannah 0Malicky, Hannah",3,0,88,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
10.0,"Moosman, Crys 10Moosman, Crys",7,0,109,0,0,0,3,0.0,2,0.667,0-0,0,0-0,View Bio
26.0,"Neal, Jaden 26Neal, Jaden",2,0,10,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
27.0,"Remash, Halle 27Remash, Halle",13,0,189,0,0,0,5,0.0,2,0.4,0-0,0,0-0,View Bio
19.0,"Schwiebert, Issy 19Schwiebert, Issy",5,0,102,0,0,0,3,0.0,2,0.667,0-0,0,0-0,View Bio
20.0,"Stefanacci, Emma 20Stefanacci, Emma",5,0,36,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
6.0,"Torres, Juliet 6Torres, Juliet",4,0,89,0,0,0,2,0.0,2,1.0,0-0,0,0-0,View Bio
,Total,17,-,16417,32,29,93,261,0.123,134,0.513,0-0,9,0-0,
,Opponent,17,-,16453,19,13,51,189,0.101,83,0.439,5-0,7,4-4,
