Statistic,High,Player,Opponent
POINTS,7,Jordan Maddaus,Illinois College (10/27/2018)
GOALS,3,Jordan Maddaus,Illinois College (10/27/2018)
ASSISTS,2,Regan Kasprak Valencia Alvarez,Buena Vista (9/9/2018) Illinois College (10/27/2018)
SHOTS,7,Eliza Bunnell,Illinois College (10/27/2018)
SHOTS ON GOAL,5,Jordan Maddaus,Illinois College (10/27/2018)
SAVES,11,Elizabeth Hunt,Knox (10/6/2018)
FOULS,2,Alyssa Radakovich,Beloit (9/22/2018)
