#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
16.0,"Maddaus, Jordan 16Maddaus, Jordan",9,9,519,7,5,19,28,0.25,13,0.464,0-0,3,0-0,View Bio
7.0,"Alvarez, Valencia 7Alvarez, Valencia",9,9,530,3,5,11,22,0.136,10,0.455,0-0,1,0-0,View Bio
12.0,"Salpekar, Elyse 12Salpekar, Elyse",9,9,485,3,3,9,21,0.143,12,0.571,0-0,1,0-0,View Bio
15.0,"Holtzman, Gwen 15Holtzman, Gwen",9,9,737,4,0,8,7,0.571,4,0.571,0-0,1,0-0,View Bio
2.0,"Bambi, Simona 2Bambi, Simona",9,9,639,2,3,7,25,0.08,8,0.32,0-0,1,0-0,
22.0,"Kayim-yanko, Esme 22Kayim-yanko, Esme",9,4,584,2,3,7,19,0.105,11,0.579,0-0,0,0-0,
4.0,"Radakovich, Alyssa 4Radakovich, Alyssa",4,0,120,1,0,2,2,0.5,2,1.0,0-0,0,0-0,View Bio
9.0,"Bunnell, Eliza 9Bunnell, Eliza",9,6,577,0,1,1,13,0.0,7,0.538,0-0,0,0-0,View Bio
17.0,"Nowak, Hope 17Nowak, Hope",9,8,556,0,1,1,3,0.0,2,0.667,0-0,0,0-0,View Bio
23.0,"Thurman, Michellie 23Thurman, Michellie",9,8,277,0,1,1,9,0.0,8,0.889,0-0,0,0-0,View Bio
8.0,"Berleman-Paul, Quinn 8Berleman-Paul, Quinn",3,0,66,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
21.0,"Carr, Cally 21Carr, Cally",9,0,302,0,0,0,3,0.0,0,0.0,0-0,0,0-0,View Bio
3.0,"Dellinger, Madeleine 3Dellinger, Madeleine",2,0,16,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
24.0,"Edwards, Lauren 24Edwards, Lauren",9,9,664,0,0,0,5,0.0,3,0.6,0-0,0,0-0,View Bio
11.0,"Ellingsberg, Lauren 11Ellingsberg, Lauren",2,0,9,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
18.0,"Engelhardt, Anna 18Engelhardt, Anna",5,1,210,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
1.0,"Hunt, Elizabeth 1Hunt, Elizabeth",9,9,720,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
5.0,"Kaspar, Celeste 5Kaspar, Celeste",9,9,726,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
0.0,"Malicky, Hannah 0Malicky, Hannah",1,0,17,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
10.0,"Moosman, Crys 10Moosman, Crys",4,0,87,0,0,0,3,0.0,2,0.667,0-0,0,0-0,View Bio
26.0,"Neal, Jaden 26Neal, Jaden",1,0,2,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
27.0,"Remash, Halle 27Remash, Halle",8,0,145,0,0,0,4,0.0,2,0.5,0-0,0,0-0,View Bio
19.0,"Schwiebert, Issy 19Schwiebert, Issy",3,0,89,0,0,0,3,0.0,2,0.667,0-0,0,0-0,View Bio
20.0,"Stefanacci, Emma 20Stefanacci, Emma",2,0,20,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
,Total,9,-,8097,22,22,66,169,0.13,86,0.509,0-0,7,0-0,
,Opponent,9,-,8113,9,4,22,81,0.111,44,0.543,5-0,2,3-3,
