0,1,2
POINTS,2,Beloit (9/22/2018) Monmouth (IL) (10/20/2018)
GOALS,1,Edgewood College (8/31/2018) Carleton (9/6/2018) Beloit (9/22/2018) Monmouth (IL) (10/20/2018) Cornell College (10/23/2018)
ASSISTS,1,Edgewood College (8/31/2018) Carleton (9/6/2018) Central (9/19/2018) Knox (10/6/2018) Ripon College (10/13/2018) St. Norbert College (10/14/2018) Cornell College (10/23/2018)
SHOTS,2,Buena Vista (9/9/2018) Lawrence (9/30/2018)
SHOTS ON GOAL,1,Buena Vista (9/9/2018) Lawrence (9/30/2018)
SAVES,1,Carleton (9/6/2018) Beloit (9/22/2018) St. Olaf (10/17/2018) Cornell College (10/23/2018)
FOULS,1,Coe (9/1/2018)
CORNER KICKS,1,Buena Vista (9/9/2018) Simpson (9/13/2018) Lawrence (9/30/2018) Monmouth (IL) (10/20/2018) Cornell College (10/23/2018) Illinois College (10/27/2018)
