0,1,2
POINTS,24,Lake Forest (11/7/2014)
GOALS,7,Lake Forest (11/7/2014)
ASSISTS,10,Lake Forest (11/7/2014)
SHOTS,25,Macalester (9/5/2014)
SHOTS ON GOAL,14,Macalester (9/5/2014) Wartburg College (9/21/2014) Carroll University (10/5/2014)
SAVES,15,Rockford University (10/12/2014)
FOULS,13,Lake Forest (10/4/2014) Lake Forest (11/7/2014)
CORNER KICKS,14,Lake Forest (10/4/2014)
