Statistic,High,Player,Opponent
POINTS,7,Elle Silverman,Rockford University (10/12/2014)
GOALS,2,Carolyn Silverman,Rockford University (10/12/2014)
ASSISTS,3,Elle Silverman,Rockford University (10/12/2014)
SHOTS,7,Carolyn Silverman,Ripon College (11/1/2014)
SHOTS ON GOAL,5,Carolyn Silverman,Lawrence University (10/18/2014)
SAVES,11,Katy Oldach Katy Oldach,Macalester (9/5/2014) Carroll University (10/5/2014)
