0,1,2
POINTS,2,Monmouth College (10/25/2014) Ripon College (11/1/2014) Lake Forest (11/7/2014)
GOALS,1,Augsburg College (9/13/2014) Cornell College (9/28/2014) Lake Forest (10/4/2014) Monmouth College (10/25/2014) Ripon College (11/1/2014) Lake Forest (11/7/2014)
ASSISTS,1,Simpson (8/29/2014) Macalester (9/5/2014) Augsburg College (9/13/2014) Lake Forest (10/4/2014) Beloit College (10/11/2014) Lawrence University (10/18/2014)
SHOTS,4,Carleton College (9/7/2014) Cornell College (9/28/2014) Carroll University (10/5/2014)
SHOTS ON GOAL,1,Simpson (8/29/2014) Carleton College (9/7/2014) Central College (9/11/2014) Cornell College (9/28/2014) Lake Forest (10/4/2014) Carroll University (10/5/2014)
SAVES,1,Simpson (8/29/2014) Knox College (9/20/2014) Rockford University (10/12/2014)
FOULS,2,Macalester (9/5/2014)
CORNER KICKS,1,Macalester (9/5/2014) Augsburg College (9/13/2014) Illinois College (9/27/2014) Carroll University (10/5/2014) Lawrence University (10/18/2014)
