0,1,2
POINTS,2,Simpson (8/29/2014) Carleton College (9/7/2014)
GOALS,1,Simpson (8/29/2014) Carleton College (9/7/2014) Central College (9/11/2014)
ASSISTS,1,Central College (9/11/2014) Wartburg College (9/21/2014)
SHOTS,1,Knox College (9/20/2014) Beloit College (10/11/2014) Rockford University (10/12/2014)
SHOTS ON GOAL,1,Simpson (8/29/2014) Knox College (9/20/2014) Rockford University (10/12/2014)
SAVES,1,Simpson (8/29/2014) Carleton College (9/7/2014) Cornell College (9/28/2014) Lake Forest (10/4/2014)
FOULS,1,Lawrence University (10/18/2014)
CORNER KICKS,1,Knox College (9/20/2014) Rockford University (10/12/2014)
