#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
4.0,"Silverman, Carolyn 4Silverman, Carolyn",18,13,924,6,3,15,45,0.133,22,0.489,1-0,2,0-1,View Bio
16.0,"Hofammann, Dabney 16Hofammann, Dabney",16,16,1174,3,3,9,22,0.136,8,0.364,2-0,2,0-0,View Bio
13.0,"Silverman, Elle 13Silverman, Elle",18,18,1396,3,3,9,23,0.13,13,0.565,1-0,1,1-1,View Bio
11.0,"Helverson, Annika 11Helverson, Annika",14,2,548,3,0,6,8,0.375,6,0.75,0-0,1,0-0,View Bio
7.0,"Stacey, Kristen 7Stacey, Kristen",18,11,714,2,1,5,18,0.111,11,0.611,0-0,2,0-0,View Bio
17.0,"Weiss, LilyRose 17Weiss, LilyRose",18,7,760,2,1,5,16,0.125,7,0.438,1-0,0,0-0,View Bio
12.0,"Jensen, Sarah 12Jensen, Sarah",16,6,460,1,2,4,10,0.1,7,0.7,0-0,0,0-0,View Bio
14.0,"Varias, Francesca 14Varias, Francesca",17,2,517,2,0,4,20,0.1,7,0.35,0-0,0,0-0,View Bio
20.0,"Richards, Kitt 20Richards, Kitt",14,3,514,1,1,3,11,0.091,5,0.455,0-0,1,0-0,View Bio
9.0,"Sahel, Nora 9Sahel, Nora",12,11,708,1,1,3,11,0.091,6,0.545,0-0,0,0-0,View Bio
21.0,"Gray, Maddie 21Gray, Maddie",14,1,346,1,0,2,4,0.25,2,0.5,0-0,0,1-1,View Bio
23.0,"Pfeiffer, Izzie 23Pfeiffer, Izzie",8,0,175,1,0,2,4,0.25,3,0.75,0-0,0,0-0,View Bio
18.0,"Sauerhaft, Julia 18Sauerhaft, Julia",6,0,114,1,0,2,6,0.167,3,0.5,0-0,0,0-0,View Bio
24.0,"Semlow, Andie 24Semlow, Andie",18,16,917,0,2,2,7,0.0,6,0.857,0-0,0,0-0,View Bio
2.0,"Smith, Eva 2Smith, Eva",15,12,587,1,0,2,18,0.056,7,0.389,0-0,0,0-0,View Bio
3.0,"Hurley, Lauren 3Hurley, Lauren",18,10,948,0,1,1,9,0.0,4,0.444,0-0,0,0-0,View Bio
19.0,"Barnard-Mayers, Ruby 19Barnard-Mayers, Ruby",3,0,22,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
25.0,"Baumann, Sasha 25Baumann, Sasha",4,0,61,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
22.0,"BresetteBuccino, Nora 22BresetteBuccino, Nora",16,16,1132,0,0,0,5,0.0,2,0.4,1-0,0,0-0,View Bio
0.0,"Manley, Devon 0Manley, Devon",5,0,81,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
1.0,"Oldach, Katy 1Oldach, Katy",18,18,1405,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
8.0,"Ruegg, Claire 8Ruegg, Claire",18,18,1110,0,0,0,3,0.0,1,0.333,0-0,0,0-0,View Bio
10.0,"Sullivan, Morgan 10Sullivan, Morgan",18,18,1394,0,0,0,4,0.0,2,0.5,1-0,0,0-0,View Bio
5.0,"Truesdale, Hannah 5Truesdale, Hannah",12,0,233,0,0,0,8,0.0,5,0.625,0-0,0,0-0,View Bio
,Total,18,-,16240,28,18,74,252,0.111,127,0.504,7-0,9,2-3,
,Opponent,18,-,16303,22,19,63,235,0.094,142,0.604,3-1,8,1-1,
