0,1,2
POINTS,7,Rockford University (10/12/2014)
GOALS,2,Rockford University (10/12/2014)
ASSISTS,3,Rockford University (10/12/2014)
SHOTS,7,Ripon College (11/1/2014)
SHOTS ON GOAL,5,Lawrence University (10/18/2014)
SAVES,11,Macalester (9/5/2014) Carroll University (10/5/2014)
