#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
4.0,"Silverman, Carolyn 4Silverman, Carolyn",10,8,432,3,2,8,30,0.1,15,0.5,1-0,2,0-1,View Bio
7.0,"Stacey, Kristen 7Stacey, Kristen",10,7,357,2,1,5,15,0.133,9,0.6,0-0,2,0-0,View Bio
11.0,"Helverson, Annika 11Helverson, Annika",9,2,373,2,0,4,5,0.4,4,0.8,0-0,1,0-0,View Bio
16.0,"Hofammann, Dabney 16Hofammann, Dabney",9,9,596,1,2,4,16,0.063,4,0.25,1-0,1,0-0,View Bio
17.0,"Weiss, LilyRose 17Weiss, LilyRose",10,2,290,1,1,3,10,0.1,4,0.4,0-0,0,0-0,View Bio
23.0,"Pfeiffer, Izzie 23Pfeiffer, Izzie",5,0,141,1,0,2,1,1.0,1,1.0,0-0,0,0-0,View Bio
9.0,"Sahel, Nora 9Sahel, Nora",5,4,269,1,0,2,3,0.333,1,0.333,0-0,0,0-0,View Bio
18.0,"Sauerhaft, Julia 18Sauerhaft, Julia",2,0,53,1,0,2,6,0.167,3,0.5,0-0,0,0-0,View Bio
24.0,"Semlow, Andie 24Semlow, Andie",10,10,488,0,2,2,4,0.0,4,1.0,0-0,0,0-0,View Bio
2.0,"Smith, Eva 2Smith, Eva",7,4,175,1,0,2,7,0.143,3,0.429,0-0,0,0-0,View Bio
14.0,"Varias, Francesca 14Varias, Francesca",10,1,303,1,0,2,12,0.083,4,0.333,0-0,0,0-0,View Bio
3.0,"Hurley, Lauren 3Hurley, Lauren",10,7,537,0,1,1,8,0.0,4,0.5,0-0,0,0-0,View Bio
12.0,"Jensen, Sarah 12Jensen, Sarah",10,6,324,0,1,1,6,0.0,4,0.667,0-0,0,0-0,View Bio
20.0,"Richards, Kitt 20Richards, Kitt",8,1,230,0,1,1,5,0.0,3,0.6,0-0,0,0-0,View Bio
19.0,"Barnard-Mayers, Ruby 19Barnard-Mayers, Ruby",1,0,9,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
25.0,"Baumann, Sasha 25Baumann, Sasha",2,0,20,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
22.0,"BresetteBuccino, Nora 22BresetteBuccino, Nora",8,8,531,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
21.0,"Gray, Maddie 21Gray, Maddie",8,1,202,0,0,0,2,0.0,0,0.0,0-0,0,0-0,View Bio
0.0,"Manley, Devon 0Manley, Devon",2,0,23,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
1.0,"Oldach, Katy 1Oldach, Katy",10,10,717,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
8.0,"Ruegg, Claire 8Ruegg, Claire",10,10,528,0,0,0,2,0.0,1,0.5,0-0,0,0-0,View Bio
13.0,"Silverman, Elle 13Silverman, Elle",10,10,689,0,0,0,17,0.0,10,0.588,1-0,0,0-0,View Bio
10.0,"Sullivan, Morgan 10Sullivan, Morgan",10,10,735,0,0,0,1,0.0,1,1.0,1-0,0,0-0,View Bio
5.0,"Truesdale, Hannah 5Truesdale, Hannah",9,0,155,0,0,0,5,0.0,2,0.4,0-0,0,0-0,View Bio
,Total,10,-,8177,14,11,39,156,0.09,78,0.5,7-0,6,0-1,
,Opponent,10,-,8119,6,4,16,119,0.05,75,0.63,3-1,3,1-1,
