Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"September 3, 2011 (Saturday)",4 p.m.,Away,Cornell College,"Mount Vernon, IA",,,,"L,0-1",Game Stats
"September 4, 2011 (Sunday)",5 p.m.,Away,Coe College,"Cedar Rapids, IA",,,,"L,0-1",Game Stats
"September 10, 2011 (Saturday)",2 p.m.,Neutral,University of St. Mary,"Oskaloosa, IA",,,,"T,0-0",Game Stats
"September 11, 2011 (Sunday)",2 p.m.,Away,William Penn University (Iowa),"Oskaloosa, IA",,,,"W,2-1",Game Stats
"September 13, 2011 (Tuesday)",2:30 p.m.,Home,MacMurray College,"Jacksonville, IL",,,,"W,10-0",Game Stats
"September 17, 2011 (Saturday)",4 p.m.,Away,Anderson University (IN),"Anderson, IN",,,,"W,2-1",Game Stats
"September 18, 2011 (Sunday)",3 p.m.,Away,Franklin College,"Franklin, IN",,,,"L,0-1",Game Stats
"September 24, 2011 (Saturday)",1 p.m.,Away,Lake Forest College,"Lake Forest, IL",,,,"L,0-2",Game Stats
"September 28, 2011 (Wednesday)",2 p.m.,Away,Eureka College,"Eureka, IL",,,,"W,11-0",Game Stats
"October 1, 2011 (Saturday)",1 p.m.,Away,Ripon College,"Ripon, WI",,,,"T,0-0",Game Stats
"October 7, 2011 (Friday)",3 p.m.,Home,Lindenwood University Belleville,"Jacksonville, IL",,,Play for the Cure,"L,2-3",Game Stats
"October 9, 2011 (Sunday)",1:30 p.m.,Home,Carroll University,"Jacksonville, IL",,,Play for the Cure,"L,1-2",Game Stats
"October 15, 2011 (Saturday)",11 a.m.,Home,Grinnell College,"Jacksonville, IL",,,,"T,0-0",Game Stats
"October 18, 2011 (Tuesday)",3:30 p.m.,Home,Monmouth College,"Jacksonville, IL",,,,"L,0-2",Game Stats
"October 22, 2011 (Saturday)",11 a.m.,Away,St. Norbert College,"De Pere, WI",,,,"L,0-4",Game Stats
"October 23, 2011 (Sunday)",11 a.m.,Away,Beloit College,"Beloit, WI",,,,"T,1-1",Game Stats
"October 26, 2011 (Wednesday)",1:30 p.m.,Away,Knox College,"Galesburg, IL",,,,"L,0-1",Game Stats
"October 30, 2011 (Sunday)",11 a.m.,Home,Lawrence University,"Jacksonville, IL",,,,"L,1-3",Game Stats
