Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Gustafson, Jack",FR-1,36.40m,"119' 5""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Gustafson, Jack",FR-1,36.38m,"119' 4""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,36.03m,"118' 2""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Gustafson, Jack",FR-1,35.39m,"116' 1""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,34.31m,"112' 7""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,33.89m,"111' 2""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,33.85m,"111' 1""",2016 Kip Janvrin Open,"Apr 28, 2016"
,"Gustafson, Jack",FR-1,32.21m,"105' 8""",16 Midwest Conference Championships,"May 13, 2016"
,"Gustafson, Jack",FR-1,31.49m,"103' 4""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,31.41m,"103' 1""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,31.29m,"102' 8""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,31.14m,"102' 2""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Page, James",FR-1,30.74m,"100' 10""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,30.56m,"100' 3""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,30.43m,"99' 10""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Gustafson, Jack",FR-1,30.30m,"99' 5""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Gustafson, Jack",FR-1,29.75m,"97' 7""",16 Midwest Conference Championships,"May 13, 2016"
,"Page, James",FR-1,29.68m,"97' 4""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,29.01m,"95' 2""",2016 Kip Janvrin Open,"Apr 28, 2016"
,"Page, James",FR-1,28.86m,"94' 8""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,28.58m,"93' 9""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Page, James",FR-1,28.23m,"92' 7""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,28.02m,"91' 11""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Page, James",FR-1,27.80m,"91' 2""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Page, James",FR-1,27.29m,"89' 6""",16 Midwest Conference Championships,"May 13, 2016"
