Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Ogasawara, Ibuki",JR-3,3.95m,"12' 11.5""",16 Midwest Conference Championships,"May 13, 2016"
,"Ogasawara, Ibuki",JR-3,3.80m,"12' 5.5""",16 Midwest Conference Championships,"May 13, 2016"
,"Ogasawara, Ibuki",JR-3,3.76m,"12' 4""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Ogasawara, Ibuki",JR-3,3.75m,"12' 3.5""",2016 Kip Janvrin Open,"Apr 28, 2016"
,"Ogasawara, Ibuki",JR-3,3.61m,"11' 10""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Ogasawara, Ibuki",JR-3,3.60m,"11' 9.75""",2016 Kip Janvrin Open,"Apr 28, 2016"
,"Ogasawara, Ibuki",JR-3,3.55m,"11' 7.75""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Ogasawara, Ibuki",JR-3,3.46m,"11' 4.25""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Ogasawara, Ibuki",JR-3,3.45m,"11' 3.75""",2016 Kip Janvrin Open,"Apr 28, 2016"
,"Ogasawara, Ibuki",JR-3,3.40m,"11' 1.75""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Ogasawara, Ibuki",JR-3,3.30m,"10' 10""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Ogasawara, Ibuki",JR-3,3.30m,"10' 10""",2016 Kip Janvrin Open,"Apr 28, 2016"
