0,1,2
POINTS,9,Ripon (10/22/2022) Marian (WI) (10/23/2022)
GOALS,3,Dubuque (9/7/2022) Ripon (10/22/2022) Marian (WI) (10/23/2022)
ASSISTS,3,Neb. Wesleyan (09/17/2022) Ripon (10/22/2022) Marian (WI) (10/23/2022)
SHOTS,19,Neb. Wesleyan (09/17/2022)
SHOTS ON GOAL,11,Wis.-Eau Claire (09/11/2022)
SAVES,10,Beloit (10/08/2022)
FOULS,19,Beloit (10/08/2022)
CORNER KICKS,9,Marian (WI) (10/23/2022)
