Statistic,High,Opponent
POINTS,14,Buena Vista (09/18/2022)
GOALS,5,Buena Vista (09/18/2022)
ASSISTS,5,Cornell College (10/04/2022)
SHOTS,25,Buena Vista (09/18/2022)
SHOTS ON GOAL,13,Cornell College (10/04/2022)
SAVES,8,Wis.-Eau Claire (09/11/2022) Lake Forest (11/05/2022)
FOULS,15,Lake Forest (11/05/2022)
CORNER KICKS,13,Central (IA) (09/10/2022)
