0,1,2
POINTS,2,Beloit (10/08/2022) Lawrence (10/15/2022)
GOALS,1,Dubuque (9/7/2022) Knox (09/27/2022) Beloit (10/08/2022) Lawrence (10/15/2022) Lake Forest (11/05/2022)
ASSISTS,1,Dubuque (9/7/2022) Central (IA) (09/10/2022) Knox (09/27/2022) Lake Forest (11/05/2022)
SHOTS,5,Wis.-Eau Claire (09/11/2022) Ripon (10/22/2022)
SHOTS ON GOAL,1,Wis.-Eau Claire (09/11/2022) Neb. Wesleyan (09/17/2022)
SAVES,2,Coe (9/1/2022) Elmhurst (09/03/2022) Dubuque (9/7/2022) Cornell College (10/04/2022) Monmouth (IL) (10/11/2022)
FOULS,3,Coe (9/1/2022) Elmhurst (09/03/2022) Knox (09/27/2022)
CORNER KICKS,2,Lakeland University (10/16/2022)
