#,Player,GP,GS,MIN,G,A,PTS,SH,SH%,SOG,SOG%,YC-RC,GW,PG-PA,Bio Link
11.0,"Guyton, Noah 11Guyton, Noah",8,8,690,5,2,12,36,0.139,15,0.417,1-0,1,0-0,View Bio
10.0,"Maddux, Dylan 10Maddux, Dylan",7,7,579,4,3,11,16,0.25,9,0.563,1-0,3,1-2,View Bio
15.0,"Willoughby, Jaxon 15Willoughby, Jaxon",7,6,359,1,4,6,9,0.111,7,0.778,0-0,0,0-0,View Bio
24.0,"Bambi, Matias 24Bambi, Matias",8,8,651,1,0,2,10,0.1,6,0.6,1-0,0,0-0,View Bio
25.0,"Bernardo, Antonio 25Bernardo, Antonio",6,2,153,1,0,2,1,1.0,1,1.0,0-0,0,0-0,View Bio
27.0,"Burns, Caleb 27Burns, Caleb",5,4,271,1,0,2,2,0.5,2,1.0,0-0,0,0-0,View Bio
5.0,"Murphy, Peter 5Murphy, Peter",8,8,678,1,0,2,9,0.111,6,0.667,1-0,0,0-0,View Bio
29.0,"Suzuki, Soma 29Suzuki, Soma",6,0,98,1,0,2,2,0.5,2,1.0,0-0,1,0-0,View Bio
3.0,"Cherres, Billy 3Cherres, Billy",3,3,233,0,1,1,2,0.0,2,1.0,1-0,0,0-0,View Bio
19.0,"Fahmy, Nick 19Fahmy, Nick",8,6,392,0,1,1,4,0.0,3,0.75,2-0,0,0-0,View Bio
17.0,"Heller, Sam 17Heller, Sam",7,2,167,0,1,1,3,0.0,1,0.333,0-0,0,0-0,View Bio
23.0,"Hoereth, Caleb 23Hoereth, Caleb",5,5,365,0,1,1,1,0.0,1,1.0,1-0,0,0-0,View Bio
9.0,"Bodamer, Corbin 9Bodamer, Corbin",3,0,52,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
20.0,"Bayliss, Sam 20Bayliss, Sam",2,0,23,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
1.0,"Benson, Carter 1Benson, Carter",6,6,540,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
21.0,"Girard, Nate 21Girard, Nate",7,7,628,0,0,0,3,0.0,3,1.0,0-0,0,0-0,View Bio
2.0,"Huang, Ryan 2Huang, Ryan",7,6,479,0,0,0,1,0.0,0,0.0,0-0,0,0-0,View Bio
0.0,"Kolmer, Jefferson 0Kolmer, Jefferson",2,2,180,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
4.0,"Larson, Evan 4Larson, Evan",8,4,583,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
18.0,"Matsunaga, Ryota 18Matsunaga, Ryota",8,3,408,0,0,0,2,0.0,0,0.0,0-0,0,0-0,View Bio
7.0,"Miseda, Jimmy 7Miseda, Jimmy",4,0,95,0,0,0,0,0.0,0,0.0,0-0,0,0-0,View Bio
28.0,"Nihei, Braden 28Nihei, Braden",2,0,81,0,0,0,0,0.0,0,0.0,1-0,0,0-0,View Bio
8.0,"Liu Nowakoski, Alex 8Liu Nowakoski, Alex",7,1,188,0,0,0,4,0.0,3,0.75,1-0,0,0-0,View Bio
12.0,"Wilson, Owen 12Wilson, Owen",2,0,29,0,0,0,1,0.0,1,1.0,0-0,0,0-0,View Bio
,Total,8,-,7922,15,13,43,107,0.14,63,0.589,25-0,5,1-2,
,Opponent,8,-,7921,10,7,27,77,0.13,38,0.494,48-0,2,1-1,
