Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 9, 1988 (Friday)",,Home,Wisconsin-Stevens Point,"Grinnell, IA",,,"L,1-2",
"September 10, 1988 (Saturday)",,Home,Tarkio,"Grinnell, IA",,,"L,0-2",
"September 17, 1988 (Saturday)",,Away,St. Norbert,"De Pere, WI",,,"L,0-4",
"September 18, 1988 (Sunday)",,Away,Lawrence,"Appleton, WI",,,"L,0-1",
"September 24, 1988 (Saturday)",,Home,Lake Forest,"Grinnell, IA",,,"L,0-2",
"September 28, 1988 (Wednesday)",,Home,Knox,"Grinnell, IA",,,"W,3-2",
"October 2, 1988 (Sunday)",,Away,St. Benedict,"St. Joseph, MN",,,"W,1-0",
"October 8, 1988 (Saturday)",,Home,Ripon,"Grinnell, IA",,,"W,4-1",
"October 17, 1988 (Monday)",,Away,Manhattanville,"Purchase, NY",,,"L,0-2",
"October 19, 1988 (Wednesday)",,Away,Regis,"Weston, MA",,,"T,1-1",
"October 20, 1988 (Thursday)",,Away,New England,"Biddeford, ME",,,"W,1-0",
"October 29, 1988 (Saturday)",,Home,Beloit,"Grinnell, IA",,,"L,1-2",
