Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 1, 2022 (Thursday)",8:00 PM,Away,Principia College,"St. Louis, MO",,,"L,2-3",Box ScoreRecap
"September 2, 2022 (Friday)",7:00 PM,Home,Eureka College,"Jacksonville, Ill.",,,"W,3-1",Box ScoreRecap
"September 4, 2022 (Sunday)",2:00 PM,Away,Westminster College (MO),"Fulton, MO",,,"W,1-0",Box ScoreRecap
"September 7, 2022 (Wednesday)",7:00 PM,Home,Fontbonne University,"Jacksonville, Ill.",,,"T,1-1",Box ScoreRecap
"September 9, 2022 (Friday)",7:00 PM,Home,Blackburn College,"Jacksonville, Ill.",,,"W,4-2",Box ScoreRecap
"September 11, 2022 (Sunday)",1:30 PM,Away,University of Health Sciences & Pharmacy in St. Louis,"St. Louis, MO",,,"W,3-1",Box ScoreRecap
"September 14, 2022 (Wednesday)",4:30 PM,Away,Augustana College (IL),"Rock Island, IL",,,"W,1-0",Box ScoreRecap
"September 17, 2022 (Saturday)",12:30 PM,Away,Buena Vista University,"Storm Lake, IA",,,"W,4-0",Box ScoreRecap
"September 20, 2022 (Tuesday)",5:00 PM,Home,Simpson College,"Jacksonville, Ill.",,,"L,0-3",Box ScoreRecap
"September 24, 2022 (Saturday)",11:00 AM,Home,Grinnell College,"Jacksonville, Ill.",,,"L,1-3",Box ScoreRecap
"September 27, 2022 (Tuesday)",6:30 PM,Home,Coe College,"Jacksonville, Ill.",,,"W,3-0",Box ScoreRecap
"October 1, 2022 (Saturday)",11:00 AM,Away,Lawrence University,"Appleton, WI",,,"L,1-2",Box ScoreRecap
"October 5, 2022 (Wednesday)",4:00 PM,Away,Hannibal-LaGrange University,"Hannibal, MO",,,"L,1-5",Box ScoreRecap
"October 8, 2022 (Saturday)",11:00 AM,Home,Lake Forest College,"Jacksonville, Ill.",,,"L,1-2",Box ScoreRecap
"October 12, 2022 (Wednesday)",4:15 PM,Away,Cornell College,"Mount Vernon, IA",,,"W,3-1",Box ScoreRecap
"October 16, 2022 (Sunday)",11:00 AM,Home,Beloit College,"Jacksonville, Ill.",,,"T,1-1",Box ScoreRecap
"October 18, 2022 (Tuesday)",3:00 PM,Away,Monmouth College,"Monmouth, IL",,,"L,0-1",Box ScoreRecap
"October 25, 2022 (Tuesday)",4:30 PM,Away,Knox College,"Galesburg, IL",,,"L,1-3",Box ScoreRecap
"October 29, 2022 (Saturday)",11:00 AM,Home,Ripon College,"Jacksonville, Ill.",,,"W,5-1",Box ScoreRecap
