Player,Longest,Current
"Porter, Luke",22,22
"McCain, Mac",9,6
"Fournier, Josh",8,1
"Tashjian, Sean",5,-
"Crawford, Ethan",5,-
"Brown, Ian",5,-
"Ruden, Nikolas",5,-
"Philpott, Cole",4,-
"Borberg, Evan",4,-
"Hadding, Lucas",4,-
"Flaherty, Michael",3,1
"McCurdy, Nathan",3,1
"Richardson, Sean",3,1
"L'Esperance, Nate",3,3
"Barker-Fost, Harry",1,1
"Rosen, Matthew",1,1
