Date,Loc,Opponent,W/L,Score,IP,H,R,ER,BB,SO,2B,3B,HR,WP,BK,HBP,IBB,W,L,SV,ERA
3/11/2023,at,Westminster (Mo.),W,9-4,5.0,3,4,2,4,6,2,0,0,0,0,1,0,1,0,0,3.6
3/12/2023,at,Westminster (Mo.),L,0-1,8.0,3,1,1,1,8,3,0,0,0,0,0,0,1,1,0,1.13
3/12/2023,at,Westminster (Mo.),W,11-8,9.0,13,8,7,10,3,2,0,2,0,0,0,0,2,1,0,7.0
3/18/2023,vs,Edgewood,L,4-6,8.0,6,6,4,3,9,2,0,0,0,0,2,0,2,2,0,4.5
3/18/2023,vs,Spalding,L,4-9,9.0,17,9,8,2,6,4,1,0,0,0,2,0,2,3,0,8.0
3/19/2023,vs,Carroll (Wis.),L,4-5,9.0,9,5,4,6,11,0,0,0,0,3,3,0,2,4,0,4.0
3/19/2023,vs,Wis.-Whitewater,L,4-14,6.0,15,14,14,6,7,4,1,2,1,0,2,0,2,5,0,21.0
3/20/2023,vs,Wis.-Platteville,W,5-0,9.0,3,0,0,1,8,0,0,0,0,0,0,0,3,5,0,0.0
3/21/2023,vs,Wis.-Whitewater,L,1-5,8.0,4,5,5,10,4,1,0,0,1,0,2,0,3,6,0,5.63
3/22/2023,vs,Hendrix,L,3-9,9.0,9,9,8,7,3,0,0,1,2,1,1,0,3,7,0,8.0
3/22/2023,vs,Wis.-Whitewater,L,2-13,6.0,15,13,13,6,6,2,1,1,3,0,0,0,3,8,0,19.5
3/27/2023,at,Beloit,L,5-7,8.0,13,7,7,7,10,1,1,0,1,0,1,0,3,9,0,7.88
3/28/2023,at,Beloit,L,1-11,7.2,11,11,11,4,10,3,1,0,0,0,0,0,3,10,0,12.91
3/28/2023,at,Beloit,L,6-7,8.0,12,7,5,3,12,0,1,0,1,0,2,0,3,11,0,5.63
3/30/2023,at,Cornell College,W,6-3,9.0,6,3,3,4,3,1,0,0,4,0,0,0,4,11,0,3.0
4/1/2023,,Lawrence,W,14-10,9.0,12,10,10,7,15,1,0,2,1,1,1,0,5,11,0,10.0
4/2/2023,,Lawrence University,W,4-0,9.0,6,0,0,2,9,1,0,0,1,0,0,0,6,11,0,0.0
4/2/2023,,Lawrence University,L,17-18,9.0,9,18,16,15,9,1,0,7,2,0,2,0,6,12,0,16.0
4/7/2023,at,Monmouth (Ill.),W,3-2,9.0,3,2,2,4,6,1,0,1,0,0,0,0,7,12,0,2.0
4/8/2023,at,Monmouth (Ill.),W,12-7,9.0,10,7,5,5,7,2,0,1,3,0,0,0,8,12,0,5.0
4/8/2023,at,Monmouth (Ill.),W,11-1,8.0,7,1,1,2,6,1,0,0,1,0,0,0,9,12,0,1.13
4/13/2023,at,Cornell College,L,2-11,8.0,13,11,11,11,8,3,0,1,0,0,1,0,9,13,0,12.38
4/13/2023,,Cornell College,L,3-7,9.0,12,7,5,3,4,1,0,0,0,0,1,0,9,14,0,5.0
4/17/2023,,Chicago,L,14-21,9.0,13,21,11,12,9,1,2,4,1,1,4,0,9,15,0,11.0
4/17/2023,,Chicago,W,18-14,9.0,12,14,2,4,8,2,1,3,0,0,1,0,10,15,0,2.0
4/22/2023,at,Illinois Col.,W,7-5,9.0,8,5,5,6,5,2,0,1,1,0,0,0,11,15,0,5.0
4/22/2023,at,Illinois Col.,W,9-2,9.0,7,2,2,6,7,2,0,0,2,0,4,0,12,15,0,2.0
4/23/2023,at,Illinois Col.,L,1-8,8.0,14,8,8,2,7,3,0,1,1,0,1,0,12,16,0,9.0
4/25/2023,,Neb. Wesleyan,L,8-9,7.0,14,9,8,3,4,3,0,2,0,1,3,0,12,17,0,10.29
4/25/2023,,Neb. Wesleyan,W,13-12,9.0,17,12,11,4,6,4,1,1,3,0,1,0,13,17,0,11.0
4/29/2023,,Ripon,W,11-8,9.0,13,8,8,5,3,0,2,2,0,0,2,0,14,17,0,8.0
4/30/2023,,Ripon,L,7-22,7.0,15,22,12,7,10,5,1,2,4,0,3,0,14,18,0,15.43
4/30/2023,,Ripon,W,9-5,9.0,9,5,3,3,7,4,1,2,0,0,3,0,15,18,0,3.0
5/2/2023,,Chicago,L,7-12,9.0,10,12,9,10,6,0,0,3,1,0,3,0,15,19,0,9.0
5/6/2023,,Knox,W,5-2,9.0,10,2,0,2,14,0,0,0,1,0,0,0,16,19,0,0.0
5/6/2023,,Knox,W,9-4,9.0,6,4,3,2,17,2,0,0,0,0,1,0,17,19,0,3.0
5/7/2023,at,Knox,W,21-11,9.0,8,11,10,4,11,1,0,1,1,0,1,0,18,19,0,10.0
5/12/2023,at,Beloit,L,2-17,6.0,13,17,5,6,4,3,0,1,3,1,4,0,18,20,0,7.5
5/12/2023,vs,Ripon,L,1-5,9.0,8,5,5,3,8,0,1,0,0,0,2,0,18,21,0,5.0
Total,,,,273-315,324.2,388,315,244,202,296,68,15,41,39,8,54,0,18,21,0,
