Statistic,High,Player,Opponent
PUTOUTS,16,E. Crawford,Knox (5/6/2023)
ASSISTS,7,Mac McCain,Spalding (3/18/2023)
ERRORS,2,Josh Fournier; E. Crawford; Ethan Crawford; M. McCain,Chicago (4/17/2023); Knox (5/6/2023); Wis.-Whitewater (3/21/2023); Knox (5/7/2023)
PASSED BALLS,3,Ethan Crawford,Beloit (3/28/2023)
DPS TURNED,2,Mac McCain; L. Porter; Luke Porter,Spalding (3/18/2023); Cornell College (4/13/2023); Chicago (4/17/2023); Wis.-Whitewater (3/21/2023); Monmouth (Ill.) (4/7/2023)
