Statistic,High,Opponent
PUTOUTS,27,Spalding (3/18/2023); Carroll (Wis.) (3/19/2023); Hendrix (3/22/2023); Lawrence (4/1/2023); Lawrence University (4/2/2023)
ASSISTS,18,Cornell College (4/13/2023); Ripon (4/29/2023)
ERRORS,7,Chicago (4/17/2023)
PASSED BALLS,3,Beloit (3/28/2023)
DPS TURNED,2,Spalding (3/18/2023); Cornell College (4/13/2023); Chicago (4/17/2023); Wis.-Whitewater (3/21/2023); Monmouth (Ill.) (4/7/2023)
