Player,2,3,4,5+,Total
"Porter, Luke",5,3,3,2,13
"Crawford, Ethan",6,2,-,-,8
"Tashjian, Sean",3,3,-,1,7
"Ruden, Nikolas",4,2,1,-,7
"McCain, Mac",5,1,-,-,6
"Brown, Ian",3,2,-,-,5
"Fournier, Josh",3,-,1,-,4
"Philpott, Cole",2,1,1,-,4
"Hadding, Lucas",2,-,1,-,3
"Richardson, Sean",2,-,-,-,2
"L'Esperance, Nate",1,1,-,-,2
"Barker-Fost, Harry",-,1,-,-,1
"Borberg, Evan",1,-,-,-,1
TEAM,37,16,7,3,63
