Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 6, 2011 (Sunday)",,Neutral,Baldwin-Wallace College,,,,"L,1-9",
"March 6, 2011 (Sunday)",,Neutral,Mount St. Joseph College,,,,"W,3-0",
"March 7, 2011 (Monday)",,Neutral,Albion College,,,,"L,5-6",
"March 7, 2011 (Monday)",,Neutral,Wesley College,,,,"W,6-1",
"March 9, 2011 (Wednesday)",,Neutral,Aurora University,,,,"L,4-12",
"March 9, 2011 (Wednesday)",,Neutral,Thomas More College,,,,"L,0-4",
"March 11, 2011 (Friday)",,Neutral,Albion College,,,,"L,0-2",
"March 11, 2011 (Friday)",,Neutral,Bluffton College,,,,"L,0-8",
"March 11, 2011 (Friday)",,Neutral,Simpson College,,,,"L,0-15",
"March 19, 2011 (Saturday)",,Home,Judson University,"Beloit, Wis./Strong Complex Softball Field",,,"L,2-13",
"March 31, 2011 (Thursday)",,Home,North Central College,"Beloit, Wis./Strong Complex Softball Field",,,"L,0-9",
"March 31, 2011 (Thursday)",,Home,North Central College,"Beloit, Wis./Strong Complex Softball Field",,,"L,2-5",
"April 2, 2011 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Strong Complex Softball Field",,,"W,3-0",
"April 2, 2011 (Saturday)",,Home,Lawrence University,"Beloit, Wis./Strong Complex Softball Field",,,"W,13-5",
"April 4, 2011 (Monday)",,Away,Wheaton College (Ill.),"Wheaton, Ill.",,,"L,1-6",
"April 4, 2011 (Monday)",,Away,Wheaton College (Ill.),"Wheaton, Ill.",,,"L,1-9",
"April 7, 2011 (Thursday)",,Home,UW-Platteville,"Beloit, Wis./Strong Complex Softball Field",,,"L,2-3",
"April 7, 2011 (Thursday)",,Home,UW-Platteville,"Beloit, WIs./Strong Complex Softball Field",,,"L,1-9",
"April 9, 2011 (Saturday)",,Neutral,Grinnell College,,,,"W,8-6",
"April 9, 2011 (Saturday)",,Neutral,Lake Forest College,,,,"L,3-8",
"April 9, 2011 (Saturday)",,Neutral,Monmouth College,,,,"L,3-4",
"April 10, 2011 (Sunday)",,Neutral,Knox College,,,,"W,2-0",
"April 10, 2011 (Sunday)",,Neutral,Illinois College,,,,"L,4-6",
"April 17, 2011 (Sunday)",,Neutral,Ripon College,,,,"W,2-0",
"April 17, 2011 (Sunday)",,Neutral,Ripon College,,,,"L,2-4",
"April 20, 2011 (Wednesday)",,Away,Rockford University,"Rockford, Ill.",,,"W,8-0",
"April 20, 2011 (Wednesday)",,Away,Rockford University,"Rockford, Ill.",,,"W,8-7",
"April 23, 2011 (Saturday)",,Home,Carroll University,"Beloit, Wis./Strong Complex Softball Field",,,"L,1-4",
"April 23, 2011 (Saturday)",,Home,Carroll University,"Beloit, Wis./Strong Complex Softball Field",,,"L,1-2",
"April 30, 2011 (Saturday)",,Away,St. Norbert College,"Appleton, Wis.",,,"L,0-9",
"April 30, 2011 (Saturday)",,Away,St. Norbert College,"Appleton, Wis.",,,"L,1-9",
"May 1, 2011 (Sunday)",,Home,University of Chicago,"Beloit, Wis./Strong Complex Softball Field",,,"L,0-4",
"May 1, 2011 (Sunday)",,Home,University of Chicago,"Beloit, Wis./Strong Complex Softball Field",,,"L,1-4",
