Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"September 5, 1991 (Thursday)",,Away,Trinity International University,"Deerfield, IL",,,"W,1-0",
"September 7, 1991 (Saturday)",,Away,Wheaton College (Ill.),"Wheaton, IL",,,"L,0-1",
"September 11, 1991 (Wednesday)",,Home,Chicago,,,,"W,2-0",
"September 14, 1991 (Saturday)",,Away,Rockford University,"Rockford, IL",,,"L,0-1",
"September 19, 1991 (Thursday)",,Away,Beloit College,"Beloit, WI",,,"L,0-1",
"September 22, 1991 (Sunday)",,Away,Lawrence University,"Appleton, WI",,,"L,2-3(OT)",
"September 25, 1991 (Wednesday)",,Away,St. Norbert College,De Pere. WI,,,"T,1-1(2OT)",
"September 28, 1991 (Saturday)",,Home,Lawrence University,"Lake Forest, IL",,,"W,1-0",
"October 3, 1991 (Thursday)",,Home,St. Norbert College,"Lake Forest, IL",,,"L,0-2",
"October 9, 1991 (Wednesday)",,Away,Beloit College,"Beloit, WI",,,"L,1-2",
"October 12, 1991 (Saturday)",,Home,Ripon College,"Lake Forest, IL",,,"W,3-0",
"October 14, 1991 (Monday)",,Home,Smith College,"Lake Forest, IL",,,"L,0-5",
"October 17, 1991 (Thursday)",,Away,Ripon College,"Ripon, WI",,,"W,3-0",
"October 20, 1991 (Sunday)",,Home,Gustavus Adolphus College,"Lake Forest, IL",,,"T,1-1(2OT)",
