Date,Time,At,Opponent,Location,TV,Radio,Tournament,Result,Links
"August 30, 2013 (Friday)",6:00 p.m.,Home,University of Minnesota Morris,"Grinnell, Iowa/Darby Gymnasium",,,2013 Grinnell Labor Day Classic (click for tourney webpage),"L,0-3(18-25, 17-25, 15-25)",Box ScoreRecap
"August 30, 2013 (Friday)",8:00 p.m.,Home,William Penn University (Iowa),"Grinnell, IA/Darby Gymnasium",,,2013 Grinnell Labor Day Classic (click for tourney webpage),"L,0-3(20-25, 18-25, 15-25)",Box ScoreRecap
"August 31, 2013 (Saturday)",9:00 a.m.,Home,Hamline University,"Grinnell, IA/Darby Gymnasium",,,2013 Grinnell Labor Day Classic (click for tourney webpage),"L,0-3(15-25, 14-25, 18-25)",Box ScoreRecap
"August 31, 2013 (Saturday)",11:00 a.m.,Home,Graceland University (Iowa),"Grinnell, IA/Darby Gymnasium",,,2013 Grinnell Labor Day Classic (click for tourney webpage),"L,0-3(13-25, 22-25, 18-25)",Box ScoreRecap
"August 31, 2013 (Saturday)",1:00 p.m.,Home,Nebraska Wesleyan University,"Grinnell, IA/Darby Gymnasium",,,2013 Grinnell Labor Day Classic (click for tourney webpage),"L,0-3(8-25, 18-25, 9-25)",Box ScoreRecap
"September 4, 2013 (Wednesday)",7:30 p.m.,Away,Central College,"Pella, IA",,,,"L,0-3(11-25, 18-25, 20-25)",Box ScoreRecap
"September 6, 2013 (Friday)",4:00 p.m.,Neutral,Edgewood College,"Platteville, WI",,,UW-Platteville Tournament (click here for tourney webpage),"L,0-3(15-25 15-25, 24-26)",Box ScoreRecap
"September 6, 2013 (Friday)",8:00 p.m.,Neutral,St. Norbert College,"Platteville, WI",,,UW-Platteville Tournament (click here for tourney webpage),"L,0-3(22-25, 17-25, 14-25)",Box ScoreRecap
"September 7, 2013 (Saturday)",10:00 a.m.,Away,University of Wisconsin-Platteville,"Platteville, WI",,,UW-Platteville Tournament (click here for tourney webpage),"L,1-3(14-25, 13-25, 25-22, 16-25)",Box ScoreRecap
"September 7, 2013 (Saturday)",Noon,Neutral,Carroll University,"Platteville, WI",,,UW-Platteville Tournament (click here for tourney webpage),"L,0-3(15-25, 20-25, 16-25)",Box ScoreRecap
"September 14, 2013 (Saturday)",10:00 a.m.,Neutral,Coe College,"Decorah, IA",,,2013 ACM Tournament (click here for tourney webpage),"L,0-3(10-25, 16-25, 19-25)",Box ScoreRecap
"September 14, 2013 (Saturday)",3:00 p.m.,Neutral,St. Olaf College,"Decorah, IA",,,2013 ACM Tournament (click here for tourney webpage),"L,0-3(16-25, 23-25, 14-25)",Box ScoreRecap
"September 15, 2013 (Sunday)",10:00 a.m.,Neutral,Lawrence University,"Decorah, IA",,,2013 ACM Tournament (click here for tourney webpage),"L,0-3(9-25, 13-25, 14-25)",Box ScoreRecap
"September 15, 2013 (Sunday)",12:30 p.m.,Neutral,Lake Forest College,"Decorah, IA",,,2013 ACM Tournament (click here for tourney webpage),"L,1-3(20-25, 14-25, 25-23, 17-25)",Box ScoreRecap
"September 20, 2013 (Friday)",5:00 p.m.,Home,Buena Vista University,"Grinnell, IA/Darby Gymnasium",,,2013 Grinnell College Invitational (click for tourney webpage),"L,0-3(21-25, 20-25, 16-25)",Box ScoreRecap
"September 20, 2013 (Friday)",9:00 p.m.,Home,William Penn University (Iowa),"Grinnell, IA/Darby Gymnasium",,,2013 Grinnell College Invitational (click for tourney webpage),"L,1-3(15-25, 21-25, 25-22, 23-25)",Box ScoreRecap
"September 27, 2013 (Friday)",7:30 p.m.,Away,Monmouth College,"Monmouth, IL",,,,"L,2-3(18-25, 25-20, 18-25, 25-20, 13-15)",Box ScoreRecap
"September 28, 2013 (Saturday)",11:00 a.m.,Away,Knox College,"Galesburg, IL",,,,"W,3-0(25-21, 25-21, 25-18)",Box ScoreRecap
"September 28, 2013 (Saturday)",6:00 p.m.,Neutral,Waldorf College (Iowa),"Oskaloosa, IA",,,,"L,0-3(14-25, 16-25, 18-25)",Box ScoreRecap
"September 28, 2013 (Saturday)",7:30 p.m.,Away,William Penn University (Iowa),"Oskaloosa, IA",,,,"L,0-3(9-25, 16-25, 20-25)",Box ScoreRecap
"October 4, 2013 (Friday)",7:00 p.m.,Away,Lawrence University,"Appleton, WI",,,,"L,1-3(6-25, 30-28, 19-25, 28-30)",Box ScoreRecap
"October 5, 2013 (Saturday)",1:00 p.m.,Away,St. Norbert College,De Pere. WI,,,,"L,0-3(17-25, 12-25, 11-25)",Box ScoreRecap
"October 11, 2013 (Friday)",7:00 p.m.,Home,Beloit College,"Grinnell, IA/Darby Gymnasium",,,,"W,3-0(25-21, 25-19, 25-18)",Box ScoreRecap
"October 12, 2013 (Saturday)",1:00 p.m.,Home,Lake Forest College,"Grinnell, IA/Darby Gymnasium",,,,"L,2-3(23-25, 25-21, 25-16, 21-25, 12-15)",Box ScoreRecap
"October 18, 2013 (Friday)",7:30 p.m.,Away,Illinois College,"Jacksonville, IL",,,,"W,3-1(25-14, 25-19, 15-25, 25-20)",Box ScoreRecap
"October 25, 2013 (Friday)",7:00 p.m.,Home,Carroll University,"Grinnell, IA/Darby Gymnasium",,,,"L,0-3(13-25, 9-25, 16-25)",Box ScoreRecap
"October 26, 2013 (Saturday)",1:00 p.m.,Home,Ripon College,"Grinnell, IA/Darby Gymnasium",,,,"L,1-3(25-14, 19-25, 19-25, 21-25)",Box ScoreRecap
"October 30, 2013 (Wednesday)",7:00 p.m.,Home,Cornell College,"Grinnell, IA",,,,"L,0-3(15-25, 11-25, 15-25)",Box ScoreRecap
