Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"February 27, 2010 (Saturday)",,Home,MacMurray College,"Galesburg, Ill./Knox Softball Field",,,"W,6-3",
"February 27, 2010 (Saturday)",,Home,MacMurray College,"Galesburg, Ill./Knox Softball Field",,,"L,3-8",
"March 16, 2010 (Tuesday)",,Neutral,Mount Ida College,"Galesburg, Ill./Knox Softball Field",,,"L,4-7",
"March 16, 2010 (Tuesday)",,Home,Mount Ida College,"Galesburg, Ill./Knox Softball Field",,,"W,9-5",
"March 17, 2010 (Wednesday)",,Home,Mount Mary University,"Galesburg, Ill./Knox Softball Field",,,"W,12-0",
"March 17, 2010 (Wednesday)",,Home,University of Minnesota Crookston,"Galesburg, Ill./Knox Softball Field",,,"L,2-6",
"March 18, 2010 (Thursday)",,Neutral,Fisher College (Mass.),"Galesburg, Ill./Knox Softball Field",,,"W,7-1",
"March 19, 2010 (Friday)",,Neutral,Fisher College (Mass.),"Galesburg, Ill./Knox Softball Field",,,"W,8-2",
"March 19, 2010 (Friday)",,Neutral,Fisher College (Mass.),"Galesburg, Ill./Knox Softball Field",,,"L,4-14",
"March 29, 2010 (Monday)",,Home,Iowa Wesleyan University,"Galesburg, Ill./Knox Softball Field",,,"L,1-7",
"March 29, 2010 (Monday)",,Home,Iowa Wesleyan University,"Galesburg, Ill./Knox Softball Field",,,"L,2-13",
"April 2, 2010 (Friday)",,Neutral,Oakland City University,"Galesburg, Ill./Knox Softball Field",,,"L,4-14",
"April 2, 2010 (Friday)",,Neutral,Oakland City University,"Galesburg, Ill./Knox Softball Field",,,"L,6-13",
"April 10, 2010 (Saturday)",,Home,Ripon College,"Galesburg, Ill./Knox Softball Field",,,"L,0-1",
"April 10, 2010 (Saturday)",,Home,St. Norbert College,"Galesburg, Ill./Knox Softball Field",,,"L,0-10",
"April 10, 2010 (Saturday)",,Home,Beloit College,"Galesburg, Ill./Knox Softball Field",,,"L,0-5",
"April 11, 2010 (Sunday)",,Home,Carroll University,"Galesburg, Ill./Knox Softball Field",,,"L,1-2",
"April 11, 2010 (Sunday)",,Home,Lawrence University,"Galesburg, Ill./Knox Softball Field",,,"L,3-13",
"April 13, 2010 (Tuesday)",,Neutral,Robert Morris University (Ill.)-Springfield,"Galesburg, Ill./Knox Softball Field",,,"L,0-9",
"April 13, 2010 (Tuesday)",,Neutral,Robert Morris University (Ill.)-Springfield,"Galesburg, Ill./Knox Softball Field",,,"L,0-8",
"April 16, 2010 (Friday)",,Neutral,Monmouth College,"Galesburg, Ill./Knox Softball Field",,,"L,0-2",
"April 16, 2010 (Friday)",,Neutral,Monmouth College,"Galesburg, Ill./Knox Softball Field",,,"L,1-10",
"April 17, 2010 (Saturday)",,Away,Grinnell College,"Grinnell, IA",,,"L,3-4",
"April 17, 2010 (Saturday)",,Away,Grinnell College,"Grinnell, IA",,,"W,10-7",
"April 21, 2010 (Wednesday)",,Neutral,Augustana College (IL),"Galesburg, Ill./Knox Softball Field",,,"L,2-10",
"April 21, 2010 (Wednesday)",,Neutral,Augustana College (IL),"Galesburg, Ill./Knox Softball Field",,,"L,2-4",
"April 24, 2010 (Saturday)",,Away,Lake Forest College,"Lake Forest, IL",,,"L,0-10",
"April 24, 2010 (Saturday)",,Away,Lake Forest College,"Lake Forest, IL",,,"L,1-10",
"April 27, 2010 (Tuesday)",,Away,Eureka College,"Eureka, IL",,,"W,4-1",
"April 27, 2010 (Tuesday)",,Away,Eureka College,"Eureka, IL",,,"L,2-5",
"May 1, 2010 (Saturday)",,Neutral,Illinois College,"Galesburg, Ill./Knox Softball Field",,,"L,1-12",
"May 1, 2010 (Saturday)",,Neutral,Illinois College,"Galesburg, Ill./Knox Softball Field",,,"L,3-10",
