Player,2,3,4,5+,Total
"Wheeler, Darice",6,1,3,1,11
"Davis, Mya",7,2,1,-,10
"Jordan, Emily",3,2,1,-,6
"Matsubara, Maddie",4,-,1,-,5
"Wehrenberg, Ashley",3,-,1,-,4
"Bishop-Parise, Leila",2,-,1,-,3
"Johnson, Flynn",3,-,-,-,3
"Seibert, Lily",1,-,-,-,1
"Murphy, Mikyla",-,-,1,-,1
"Litke, Sidney",1,-,-,-,1
TEAM,30,5,9,1,45
