#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
8.0,"Bishop-Parise, Leila 8 Bishop-Parise, Leila",27,27,0,0,1.0,0,0,0,0,0,View Bio
1.0,"Adams, Elle 1 Adams, Elle",15,1,14,0,1.0,0,8,2,0,0,View Bio
10.0,"Murphy, Mikyla 10 Murphy, Mikyla",13,13,0,0,1.0,0,0,0,0,0,View Bio
6.0,"Seibert, Lily 6 Seibert, Lily",12,12,0,0,1.0,0,0,0,0,0,View Bio
21.0,"Gardner, Megan 21 Gardner, Megan",3,2,1,0,1.0,0,1,1,1,0,View Bio
7.0,"Jordan, Emily 7 Jordan, Emily",85,76,8,1,0.988,1,16,4,3,0,View Bio
20.0,"Johnson, Flynn 20 Johnson, Flynn",120,112,5,3,0.975,3,0,0,0,0,View Bio
15.0,"Davis, Mya 15 Davis, Mya",64,32,27,5,0.922,3,0,0,0,0,View Bio
9.0,"Wehrenberg, Ashley 9 Wehrenberg, Ashley",44,13,26,5,0.886,2,0,0,0,0,View Bio
11.0,"Litke, Sidney 11 Litke, Sidney",26,22,1,3,0.885,0,0,0,0,0,View Bio
12.0,"Matsubara, Maddie 12 Matsubara, Maddie",72,28,35,9,0.875,2,0,0,0,0,View Bio
19.0,"Wheeler, Darice 19 Wheeler, Darice",18,1,14,3,0.833,0,9,3,0,0,View Bio
17.0,"Draper, Maddie 17 Draper, Maddie",4,0,3,1,0.75,0,0,0,0,0,View Bio
14.0,"Hoffman, Haley 14 Hoffman, Haley",0,0,0,0,0.0,0,0,0,0,0,View Bio
4.0,"Thomson, Abigail 4 Thomson, Abigail",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,503,339,134,30,0.94,11,34,10,4,0,
,Opponents,495,327,137,31,0.937,17,54,6,8,0,
