#,Player,C,PO,A,E,FLD%,DP,SBA,CSB,PB,CI,Bio Link
21.0,"Gardner, Megan 21 Gardner, Megan",11,7,4,0,1.0,0,7,2,1,0,View Bio
8.0,"Bishop-Parise, Leila 8 Bishop-Parise, Leila",65,61,3,1,0.985,1,0,0,0,0,View Bio
10.0,"Murphy, Mikyla 10 Murphy, Mikyla",46,44,1,1,0.978,0,0,0,0,0,View Bio
1.0,"Adams, Elle 1 Adams, Elle",38,8,29,1,0.974,0,28,5,0,0,View Bio
7.0,"Jordan, Emily 7 Jordan, Emily",176,152,19,5,0.972,3,78,8,7,0,View Bio
20.0,"Johnson, Flynn 20 Johnson, Flynn",256,232,15,9,0.965,8,0,0,0,0,View Bio
6.0,"Seibert, Lily 6 Seibert, Lily",25,22,2,1,0.96,0,0,0,0,0,View Bio
15.0,"Davis, Mya 15 Davis, Mya",138,68,61,9,0.935,4,0,0,0,0,View Bio
11.0,"Litke, Sidney 11 Litke, Sidney",58,50,4,4,0.931,0,0,0,0,0,View Bio
12.0,"Matsubara, Maddie 12 Matsubara, Maddie",163,61,86,16,0.902,6,0,0,0,0,View Bio
9.0,"Wehrenberg, Ashley 9 Wehrenberg, Ashley",110,38,61,11,0.9,4,0,0,0,0,View Bio
19.0,"Wheeler, Darice 19 Wheeler, Darice",36,5,27,4,0.889,0,44,5,0,0,View Bio
17.0,"Draper, Maddie 17 Draper, Maddie",15,1,12,2,0.867,0,13,0,0,0,View Bio
14.0,"Hoffman, Haley 14 Hoffman, Haley",0,0,0,0,0.0,0,0,0,0,0,View Bio
4.0,"Thomson, Abigail 4 Thomson, Abigail",0,0,0,0,0.0,0,0,0,0,0,View Bio
,Totals,1137,749,324,64,0.944,12,170,20,8,0,
,Opponents,1117,760,296,61,0.945,9,120,18,11,0,
