#,Player,ERA,WHIP,W-L,APP-GS,CG,SHO,SV,IP,H,R,ER,BB,SO,2B,3B,HR,AB,B/AVG,WP,HBP,BK,SFA,SHA,Bio Link
1.0,"Adams, Elle 1Adams, Elle",4.71,1.81,10-5,25-18,11,1-0,0,113.0,173,100,76,32,48,32,6,11,505,0.343,2,4,0,4,13,View Bio
19.0,"Wheeler, Darice 19 Wheeler, Darice",5.1,1.9,9-11,22-5,2,0-0,0,108.1,139,95,79,67,93,24,5,4,456,0.305,20,3,0,2,11,View Bio
17.0,"Draper, Maddie 17Draper, Maddie",11.86,3.25,0-6,27-18,0,0-0,0,28.1,69,62,48,23,8,17,3,5,156,0.442,5,2,0,2,1,View Bio
,Totals,5.69,2.02,19-22,74-41,13,2,0,249.2,381,257,203,122,149,73,14,20,1117,0.341,27,9,0,8,25,
,Opponents,4.42,1.71,22-19,67-41,22,5,1,253.2,330,209,160,102,149,66,12,24,1073,0.308,31,13,0,10,17,
