Date,Time,At,Opponent,Location,TV,Radio,Result,Links
"March 12, 2021 (Friday)",3 PM CT,Away,Wheaton (IL),"Wheaton, IL",,,"L,2-6",Box ScoreRecap
"March 20, 2021 (Saturday)",12 PM CT,Neutral,UW-Stevens Point,"Madison, WI",,,"W,6-5(9 Inn.)",Box ScoreRecap
"March 20, 2021 (Saturday)",2 PM CT,Neutral,UW-Stevens Point,"Madison, WI",,,"W,12-2",Box ScoreRecap
"March 22, 2021 (Monday)",3 PM CT,Home,Wheaton (IL),"Chicago, IL | Stagg Grass Fields",,,"L,4-9",Box ScoreRecap
"March 22, 2021 (Monday)",5 PM CT,Home,Wheaton (IL),"Chicago, IL | Stagg Grass Fields",,,"L,5-6(5 Inn.)",Box ScoreRecap
"March 24, 2021 (Wednesday)",3 PM ET,Away,Calvin,"Grand Rapids, MI",,,"L,6-8",Box ScoreRecap
"March 24, 2021 (Wednesday)",5 PM ET,Away,Calvin,"Grand Rapids, MI",,,"L,5-6(8 Inn.)",Box ScoreRecap
"March 27, 2021 (Saturday)",1 PM CT,Away,UW-Whitewater,"Whitewater, WI",,,"L,1-7",Box ScoreRecap
"March 27, 2021 (Saturday)",3 PM CT,Away,UW-Whitewater,"Whitewater, WI",,,"L,2-6",Box ScoreRecap
"March 29, 2021 (Monday)",3 PM CT,Home,Carthage,"Chicago, IL | Stagg Grass Fields",,,"L,3-5",Box ScoreRecap
"March 29, 2021 (Monday)",5 PM CT,Home,Carthage,"Chicago, IL | Stagg Grass Fields",,,"L,0-3",Box ScoreRecap
"March 30, 2021 (Tuesday)",3 PM CT,Home,Carroll (WI),"Chicago, IL | Stagg Grass Fields",,,"W,7-6",Box ScoreRecap
"March 30, 2021 (Tuesday)",5 PM CT,Home,Carroll (WI),"Chicago, IL | Stagg Grass Fields",,,"L,2-3(6 Inn.)",Box ScoreRecap
"April 13, 2021 (Tuesday)",3 PM CT,Home,Mount Mary,"Chicago, IL | Stagg Grass Fields",,,"W,7-4",Box ScoreRecap
"April 13, 2021 (Tuesday)",5 PM CT,Home,Mount Mary,"Chicago, IL | Stagg Grass Fields",,,"W,4-2",Box ScoreRecap
"April 15, 2021 (Thursday)",3 PM CT,Away,Wisconsin Lutheran,"Milwaukee, WI",,,"W,3-2",Box ScoreRecap
"April 15, 2021 (Thursday)",5 PM CT,Away,Wisconsin Lutheran,"Milwaukee, WI",,,"W,12-3(5 Inn.)",Box ScoreRecap
"April 23, 2021 (Friday)",1 PM CT,Neutral,WashU,"Normal, IL | Champion Fields",,,"L,1-11(5 Inn.)",Box ScoreRecap
"April 23, 2021 (Friday)",3 PM CT,Neutral,WashU,"Normal, IL | Champion Fields",,,"L,3-5",Box ScoreRecap
"April 24, 2021 (Saturday)",1 PM CT,Home,Calvin,"Chicago, IL | Stagg Grass Fields",,,"L,0-8(5 Inn.)",Box ScoreRecap
"April 24, 2021 (Saturday)",3 PM CT,Home,Calvin,"Chicago, IL | Stagg Grass Fields",,,"L,1-6",Box ScoreRecap
"April 30, 2021 (Friday)",3 PM CT,Home,Mount Mary,"Chicago, IL | Stagg Grass Fields",,,"W,7-0",Box ScoreRecap
"April 30, 2021 (Friday)",5 PM CT,Home,Mount Mary,"Chicago, IL | Stagg Grass Fields",,,"W,10-2(6 Inn.)",Box ScoreRecap
"May 4, 2021 (Tuesday)",4:30 PM CT,Away,Aurora,"Aurora, IL",,,"W,3-0",Box ScoreRecap
"May 4, 2021 (Tuesday)",6:30 PM CT,Away,Aurora,"Aurora, IL",,,"W,5-0",Box ScoreRecap
