Unnamed: 0,Time,Athletes,Meet,Meet Date
,1:47.58,"Clennon, Ajinjeru, Miller, Miller",Midwest Conference Indoor Championships,"Feb 22, 2013"
,1:50.10,"Clennon, Ajinjeru, Miller, Bresette-Buccin",Wartburg Invite,"Feb 16, 2013"
,1:53.11,"Clennon, Ajinjeru, Miller, Goldman",ACM Invitational,"Feb 2, 2013"
,1:57.81,"Zucker, Jensen, Pinnette, Bresette-Buccino",Darren Young Invitational,"Feb 9, 2013"
,1:59.74,"Zucker, Jensen, Pinnette, Bresette-Buccino",ACM Invitational,"Feb 2, 2013"
