Unnamed: 0,Time,Athletes,Meet,Meet Date
,3:30.06,,Kip Janvrin Open,"Apr 22, 2010"
,3:33.39,,Central Open,"May 7, 2010"
,3:35.20,"Herrman, Brunson, Yin, Jarvis, Martinez",2010 ASICS Winthrop Invitational,"Mar 25, 2010"
,3:43.05,,Spartan Open,"May 1, 2010"
