Unnamed: 0,Time,Athletes,Meet,Meet Date
,43.68,,Spartan Open,"May 1, 2010"
,43.83,,Central Open,"May 7, 2010"
,45.4,,Kip Janvrin Open,"Apr 22, 2010"
