Unnamed: 0,Athlete,Year,Time,Meet,Meet Date,Wind
,"Phillips, Scott",,11.34,Central Open,"May 7, 2010",1.9
,"Martinez, Michael",SR-4,11.39,Central Open,"May 7, 2010",-0.5
,"Jenkins, Fernando",SR-4,11.4,2010 ASICS Winthrop Invitational,"Mar 25, 2010",1.9
,"Boucher, Dylan",SR,11.64,Central Open,"May 7, 2010",1.5
,"Jenkins, Fernando",SR-4,11.96,Central Open,"May 7, 2010",1.5
,"Singh, Harpreet",SR,12.19,Central Open,"May 7, 2010",1.5
,"Courtain, Jordan",SR-4,12.34,Central Open,"May 7, 2010",0.9
,"Courtain, Jordan",SR-4,12.55,Kip Janvrin Open,"Apr 22, 2010",-1.0
,"Brunson, Winnon",SR-4,12.63,Central Open,"May 7, 2010",1.4
,"Espinosa, Kyle",,14.56,Kip Janvrin Open,"Apr 22, 2010",-1.0
