Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"Neckopulos, Alex",JR-3,10.75m,"35' 3.25""",16 Midwest Conference Championships,"May 13, 2016"
,"Neckopulos, Alex",JR-3,10.55m,"34' 7.5""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Neckopulos, Alex",JR-3,10.54m,"34' 7""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Neckopulos, Alex",JR-3,10.53m,"34' 6.75""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
,"Neckopulos, Alex",JR-3,10.51m,"34' 5.75""",16 Midwest Conference Championships,"May 13, 2016"
,"Neckopulos, Alex",JR-3,10.46m,"34' 4""",16 Midwest Conference Championships,"May 13, 2016"
,"Neckopulos, Alex",JR-3,10.43m,"34' 2.75""",Embry-Riddle Spike's Classic - Collegiate,"Apr 1, 2016"
,"Neckopulos, Alex",JR-3,10.33m,"33' 10.75""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Neckopulos, Alex",JR-3,10.31m,"33' 10""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Neckopulos, Alex",JR-3,10.28m,"33' 8.75""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Neckopulos, Alex",JR-3,10.19m,"33' 5.25""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Neckopulos, Alex",JR-3,10.15m,"33' 3.75""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Neckopulos, Alex",JR-3,10.12m,"33' 2.5""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Neckopulos, Alex",JR-3,10.08m,"33' 1""",2016 Jim Duncan Invitational,"Apr 15, 2016"
,"Neckopulos, Alex",JR-3,10.03m,"32' 11""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Neckopulos, Alex",JR-3,9.90m,"32' 5.75""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"Neckopulos, Alex",JR-3,9.88m,"32' 5""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"Neckopulos, Alex",JR-3,9.82m,"32' 2.75""",2016 Cornell Outdoor Invite,"Apr 9, 2016"
