Unnamed: 0,Athlete,Year,Mark,Conv,Meet,Meet Date
,"McConnell, Samantha",JR-3,2.90m,"9' 6.25""",16 Midwest Conference Championships,"May 13, 2016"
,"McConnell, Samantha",JR-3,2.80m,"9' 2.25""",2016 Kip Janvrin Open,"Apr 28, 2016"
,"McConnell, Samantha",JR-3,2.76m,"9' 0.5""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"McConnell, Samantha",JR-3,2.75m,"9' 0.25""",16 Midwest Conference Championships,"May 13, 2016"
,"McConnell, Samantha",JR-3,2.65m,"8' 8.25""",2016 Kip Janvrin Open,"Apr 28, 2016"
,"McConnell, Samantha",JR-3,2.62m,"8' 7""",Embry-Riddle Spike's Classic - Collegiate,"Apr 1, 2016"
,"McConnell, Samantha",JR-3,2.61m,"8' 6.75""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"McConnell, Samantha",JR-3,2.60m,"8' 6.25""",Grinnell College Dick Young Classic,"Apr 23, 2016"
,"McConnell, Samantha",JR-3,2.60m,"8' 6.25""",16 Midwest Conference Championships,"May 13, 2016"
,"McConnell, Samantha",JR-3,2.50m,"8' 2.5""",2016 Kip Janvrin Open,"Apr 28, 2016"
,"McConnell, Samantha",JR-3,2.47m,"8' 1.25""",Embry-Riddle Spike's Classic - Collegiate,"Apr 1, 2016"
,"McConnell, Samantha",JR-3,2.46m,"8' 0.75""",Monmouth College Fighting Scots Outdoor,"May 7, 2016"
,"McConnell, Samantha",JR-3,2.45m,"8' 0.5""",Grinnell College Dick Young Classic,"Apr 23, 2016"
