0,1,2,3,4,5
Grinnell,351,319,670,102.0,19th
Evan Bunis,83,78,161,19.0,t-44th
Carlo Morini,86,81,167,25.0,t-80th
Zach McGriff,93,83,176,34.0,t-115th
JP DeFranco,dnc,77,77,,
Jake Van Oort,89,dnc,89,,
