0,1,2,3,4,5
Grinnell College,335,329,664,88,6th
JP DeFranco,76,73,149,5,t-12th
Zach McGriff,84,78,162,18,t-27th
Carlo Morini,86,83,169,25,t-32nd
Nirabh Koirala,89,87,176,32,t-36th
Jake Van Oort,86,91,177,33,38th
