0,1,2,3,4,5
Grinnell,307,308,615,47,6th
Carlo Morini,77,75,152,10,t-17th
Evan Bunis,77,76,153,11,t-21st
JP DeFranco,76,77,153,11,t-21st
Jake Van Oort,77,80,157,15,t-31st
Zach McGriff,83,82,165,23,t-46th
Nirabh Koirala#,89,91,180,38,64th
